# Video: P02-20240210-100308
# Narrations: 136
# Format: narration_id | timestamp | narration
#===========================================================

P02-20240210-100308-61 | 109.19s | Place the tea onto the countertop.
P02-20240210-100308-62 | 109.99s | Reach into the bag to take the bag of grated cheese.
P02-20240210-100308-63 | 110.74s | Place the bag of grated cheese onto the table top.
P02-20240210-100308-64 | 111.62s | reach into the bag to pick up the roll of pastry.
P02-20240210-100308-65 | 112.51s | Place the roll of pastry onto the countertop.
P02-20240210-100308-66 | 113.59s | Reach into the bag to pick up the bottle of milk.
P02-20240210-100308-67 | 114.26s | With my left hand, lift up the bag and pull the bag at the same time that I'm pulling out the milk to make it easier.
P02-20240210-100308-68 | 114.82s | Place the bag of milk onto the countertop.
P02-20240210-100308-69 | 115.91s | stretch out the bag to make it easier to fold.
P02-20240210-100308-70 | 120.19s | begin folding the bag today's moment.
P02-20240210-100308-71 | 125.75s | pick up the other bag on the countertop.
P02-20240210-100308-72 | 127.31s | open up the door to the pantry.
P02-20240210-100308-73 | 128.47s | Using my left hand, unhook the bag full of carrier bags from the hook.
P02-20240210-100308-74 | 129.12s | With my other hand, place the two bags that have been folded into the bag of carrier bags.
P02-20240210-100308-75 | 129.53s | hook the other handle of the carrier bag back onto the hook.
P02-20240210-100308-76 | 130.00s | Close the door to the pantry.
P02-20240210-100308-77 | 133.23s | Lift up and move the tea.
P02-20240210-100308-78 | 134.09s | Open the fridge.
P02-20240210-100308-79 | 134.52s | With my left hand, pick up the butter.
P02-20240210-100308-80 | 135.45s | Move the butter from my left hand to my right hand, so that I can pick up the milk with my other hand.
P02-20240210-100308-81 | 136.12s | pick up the milk with my left hand
P02-20240210-100308-82 | 137.87s | place the butter into the fridge
P02-20240210-100308-83 | 140.38s | Place the milk into the fridge into a gap that it will fit.
P02-20240210-100308-84 | 141.48s | reach up to grab the mushrooms
P02-20240210-100308-85 | 143.26s | open up the right hand vegetable drawer so I can put the mushrooms in it.
P02-20240210-100308-86 | 144.19s | move around the potato so that I can fit the mushrooms into the drawer.
P02-20240210-100308-87 | 145.16s | Place the mushrooms into the drawer of the fridge.
P02-20240210-100308-88 | 146.63s | reach up and grab the onions with my right hand.
P02-20240210-100308-89 | 148.35s | pull open the left hand vegetable drawer.
P02-20240210-100308-90 | 149.03s | pull forward the onions in the vegetable drawer so that you can put the fresher onions behind them.
P02-20240210-100308-91 | 153.00s | Reach out and grab both punnets of raspberries.
P02-20240210-100308-92 | 154.90s | Place the raspberries into the vegetable drawer.
P02-20240210-100308-93 | 156.55s | reach up and grab the bag of lemons.
P02-20240210-100308-94 | 157.16s | pass them into my other hand,this is so that i can pick up the apples with my free hand
P02-20240210-100308-95 | 158.07s | pick up the apples as well.
P02-20240210-100308-96 | 159.40s | Place the apples into the vegetable drawer.
P02-20240210-100308-97 | 161.98s | Place the lemons into the vegetable drawer, making sure that the drawer will be able to close once everything is settled.
P02-20240210-100308-98 | 162.81s | fully closed the left hand vegetable drawer
P02-20240210-100308-99 | 163.50s | At the same time with my right hand, close the right hand vegetable drawer.
P02-20240210-100308-100 | 164.71s | Move the pasta sauce out of the way whilst I think of what to put next into the fridge.
P02-20240210-100308-101 | 166.01s | Pick up the grated cheese and the tomatoes.
P02-20240210-100308-102 | 166.41s | With my right hand, pick up the carton of eggs.
P02-20240210-100308-103 | 168.52s | Place the carton of eggs on the bottom shelf where it will fit in the fridge.
P02-20240210-100308-104 | 170.60s | Place the tomatoes on the left side or the bottom shelf where they fit.
P02-20240210-100308-105 | 173.43s | Place the cheese on the top shelf of the fridge.
P02-20240210-100308-106 | 175.29s | Grab both rolls of pastry from the countertop.
P02-20240210-100308-107 | 175.73s | Transfer one roll of pastry into my left hand so that I can place one pastry roll into the fridge at a time.
P02-20240210-100308-108 | 176.67s | Place one of the pastry rolls into the fridge where it fits.
P02-20240210-100308-109 | 177.89s | Place the other pastry roll into the fridge.
P02-20240210-100308-110 | 179.08s | Briefly grab both the pasta sauce in my left hand and the tortilla chips in my right hand whilst thinking what else needs to go in the fridge.
P02-20240210-100308-111 | 179.54s | grab the bakery item which is an apple turnover in my right hand
P02-20240210-100308-112 | 179.76s | In my left hand, grab the kebab wraps.
P02-20240210-100308-113 | 180.56s | Pick up the kebab wrap.
P02-20240210-100308-114 | 181.64s | Place the kebab wraps into the fridge where they will fit, making sure that they lie reasonably flat.
P02-20240210-100308-115 | 183.60s | Close the fridge door.
P02-20240210-100308-116 | 185.13s | pick up the Apple turnover.
P02-20240210-100308-117 | 186.14s | Fold the back of the apple turnover to make sure that it is airtight.
P02-20240210-100308-118 | 188.38s | Open the fridge door to place in the Apple turnover.
P02-20240210-100308-119 | 189.27s | Place the Apple turnover in the fridge so that it fits and lies flat.
P02-20240210-100308-121 | 192.14s | pick up both the pasta sauce and the tortilla chips with both my hands.
P02-20240210-100308-122 | 192.90s | transfer the tortilla chips from my right hand into my left hand.
P02-20240210-100308-123 | 194.71s | Open up the pantry door with my right hand.
P02-20240210-100308-124 | 196.71s | Place the tortilla chips on top of the chocolate fingers.
P02-20240210-100308-125 | 197.32s | Try and find the correct drawer in which the pasta sauce goes.
P02-20240210-100308-126 | 197.60s | Open up the blue drawer to realise that it is not the correct drawer.
P02-20240210-100308-127 | 198.85s | close the blue drawer
P02-20240210-100308-128 | 199.34s | Pull open the green drawer.
P02-20240210-100308-129 | 199.92s | Close the green drawer because that's not where the pasta sauce goes.
P02-20240210-100308-130 | 200.45s | Open up the yellow drawer.
P02-20240210-100308-131 | 201.00s | Close the yellow drawer because that's not where the pasta sauce goes.
P02-20240210-100308-132 | 201.90s | Open up the dark blue drawer which contains the pasta sauce.
P02-20240210-100308-133 | 202.94s | move the tin of soup back so that I can place the pasta sauce in the drawer behind older pasta sauce pots.
P02-20240210-100308-134 | 203.69s | close the blue drawer
P02-20240210-100308-135 | 205.75s | close the door to the pantry
P02-20240210-100308-136 | 209.28s | pick up the tea from the countertop.
P02-20240210-100308-137 | 210.78s | Place the tea on the side of the countertop.
