# Video: P06-20240511-121048
# Narrations: 168
# Format: narration_id | timestamp | narration
#===========================================================

P06-20240511-121048-22 | 59.82s | using right hand picking up another mug from the crockery tray and placing it on the tabletop.
P06-20240511-121048-23 | 63.31s | using right hand placing the bowl in the stack of bowls
P06-20240511-121048-24 | 67.16s | using both hands picking up two mugs from the tabletop and then switching the mug from right hand to the left hand.
P06-20240511-121048-25 | 68.76s | using right hand picking up a glass from the tabletop while holding mugs in left hand
P06-20240511-121048-26 | 71.00s | using right hand opening the cabinet door
P06-20240511-121048-27 | 72.55s | using right hand placing the glass in the middle shelf of the cabinet
P06-20240511-121048-28 | 73.32s | using both hands placing the mugs on the mug stand that is placed on the tabletop.
P06-20240511-121048-29 | 77.40s | using a hand closing the door of the cabinet.
P06-20240511-121048-30 | 80.79s | using both hands picking up a bag from the tabletop
P06-20240511-121048-31 | 82.63s | using right hand briefly holding the handle of the drawer while using left hand holding the bag
P06-20240511-121048-32 | 85.10s | Using left hand placing the bag at the corner of the tabletop.
P06-20240511-121048-33 | 87.53s | using right hand picking up the frying pan from the crockery tray
P06-20240511-121048-34 | 88.63s | using left hand picking up a bottle from the crockery tray and placing it back in the crockery tray
P06-20240511-121048-35 | 91.88s | using left hand opening the cabinet door
P06-20240511-121048-36 | 93.06s | using right hand placing the frying pan in the lower shelf of the cabinet
P06-20240511-121048-37 | 94.79s | using left hand closing the cabinet door
P06-20240511-121048-38 | 98.04s | using right hand picking up a cleaning sponge from nearby the sink.
P06-20240511-121048-39 | 99.69s | using left hand picking up a cup from nearby the sink and placing it back at the same place
P06-20240511-121048-40 | 103.86s | Using left hand picking up a bottle of dishwashing liquid from the tabletop.
P06-20240511-121048-41 | 104.56s | using left hand tilting the bottle to pour some liquid on the cleaning sponge that is held in right hand
P06-20240511-121048-42 | 105.91s | Using left hand, placing back the bottle on the tabletop while using right hand, opening the water tap.
P06-20240511-121048-43 | 107.08s | using right hand rinsing the cleaning sponge in the running water in the sink
P06-20240511-121048-44 | 107.94s | using right hand closing the water tap.
P06-20240511-121048-45 | 108.90s | using left hand picking up some leftovers from the plate that is placed inside the sink
P06-20240511-121048-46 | 110.47s | using right hand placing back the sponge at nearby the sink while holding the leftover food in left hand
P06-20240511-121048-47 | 114.19s | using right hand opening the lid of the dustbin to throw away the leftover that is held in left hand
P06-20240511-121048-48 | 118.18s | using right hand picking up the cleaning sponge from nearby the sink.
P06-20240511-121048-49 | 121.23s | using left hand picking up a cup from the sink and cleaning it using the cleaning sponge in right hand
P06-20240511-121048-50 | 124.55s | using right hand opening the water tap to fill some water in the cup that is held in left hand
P06-20240511-121048-51 | 127.41s | using left hand tilting the cup to decant the water in the sink
P06-20240511-121048-52 | 128.81s | using right hand closing the water tap.
P06-20240511-121048-53 | 130.16s | using the sponge in the right hand cleaning the cup that is held in left hand
P06-20240511-121048-54 | 134.02s | Using the hand placing the cup at nearby the sink.
P06-20240511-121048-55 | 135.43s | using left hand picking up another cup from the sink and cleaning it using the cleaning sponge in right hand
P06-20240511-121048-56 | 145.16s | using both hands placing the cup in the sink
P06-20240511-121048-57 | 147.31s | using both hands picking up the plate from the sink and cleaning it using the sponge in the right hand
P06-20240511-121048-58 | 153.30s | using both hands placing the plate at the tabletop
P06-20240511-121048-59 | 154.17s | using left hand picking up the bottle of dishwashing liquid and tilting it to pour some liquid on the sponge that is held in right hand
P06-20240511-121048-60 | 155.91s | using left hand placing back the bottle on the tabletop.
P06-20240511-121048-61 | 156.87s | using the hand picking up a plate from the sink and cleaning it using the cleaning sponge in right hand.
P06-20240511-121048-62 | 165.56s | using both hands placing the plate on the tabletop
P06-20240511-121048-63 | 167.17s | using both hands picking up the plate from the sink
P06-20240511-121048-64 | 168.82s | using right hand opening the water tap to pour some water on the plate that is held in left hand
P06-20240511-121048-65 | 171.99s | using right hand closing the water tap
P06-20240511-121048-66 | 173.12s | using the cleaning sponge in right hand cleaning the plate that is held in left hand
P06-20240511-121048-67 | 183.27s | using both hands placing the plate on the tabletop
P06-20240511-121048-68 | 185.56s | using both hands picking up a plate from the sink
P06-20240511-121048-71 | 186.00s | Using the cleaning sponge in right hand, cleaning the plate that is held in left hand.
P06-20240511-121048-69 | 186.61s | using the right hand opening the water tap to pour some water on the plate that is held in left hand.
P06-20240511-121048-70 | 188.28s | using right hand closing the water tap
P06-20240511-121048-72 | 197.00s | using both hands placing the plate on the tabletop
P06-20240511-121048-73 | 198.33s | using right hand picking up a spoon from the sink and cleaning it using the cleaning sponge in right hand
P06-20240511-121048-74 | 202.89s | Using right hand, placing back the cleaning sponge at nearby the sink.
P06-20240511-121048-75 | 204.14s | Use right hand turning on the water tap to wash the spoon that is held in left hand.
P06-20240511-121048-76 | 209.84s | using right hand placing the spoon in the crockery tray.
P06-20240511-121048-77 | 210.70s | using right hand picking up the cup from nearby the sink and washing it in running water inside the sink.
P06-20240511-121048-78 | 219.23s | using right hand placing the cup in the crockery tray
P06-20240511-121048-79 | 220.09s | using both hands picking up a plate from the tabletop and washing it in the running water inside the sink.
P06-20240511-121048-80 | 230.66s | using right hand placing the plate in the crockery tray
P06-20240511-121048-81 | 232.41s | using both hands picking up a plate from the tabletop and washing it in the running water inside the sink
P06-20240511-121048-82 | 242.16s | using right hand placing the plate in the crockery tray.
P06-20240511-121048-83 | 244.02s | using both hands picking up a plate from the tabletop and washing it in the running water inside the sink
P06-20240511-121048-84 | 251.67s | using right hand placing the plate in the crockery tray.
P06-20240511-121048-85 | 252.98s | using both hands picking up a plate from the tabletop and washing it in the running water inside the sink
P06-20240511-121048-86 | 259.64s | using right hand placing the plate in the crockery tray
P06-20240511-121048-87 | 260.89s | using left hand picking up the cup from the sink and washing it in the running water inside the sink
P06-20240511-121048-88 | 267.25s | using right hand placing the cup in the crockery tray
P06-20240511-121048-89 | 268.70s | using right hand closing the water tap
P06-20240511-121048-90 | 270.55s | using both hands picking up the leftover food left in the sink
P06-20240511-121048-91 | 278.00s | using right hand opening the lid of the dustbin to throw the leftovers that are held in left hand
P06-20240511-121048-92 | 283.16s | using right hand dispensing the handwash liquid from the bottle that is placed in the window pane
P06-20240511-121048-93 | 284.49s | using left hand opening the water tap
P06-20240511-121048-94 | 285.99s | rubbing the handwash liquid in both hands to make some foam
P06-20240511-121048-95 | 291.69s | washing both hands in the running water inside the sink
P06-20240511-121048-96 | 301.09s | using right hand closing the water tap
P06-20240511-121048-97 | 302.26s | shaking both hands in the sink to remove any excessive water from the hands
P06-20240511-121048-98 | 303.94s | using left hand slightly moving a bottle on the tabletop.
P06-20240511-121048-99 | 304.94s | using the tablecloth in right hand, wiping the surface of the tabletop and nearby sink area.
P06-20240511-121048-100 | 318.55s | using both hands picking up the tablecloth and folding it
P06-20240511-121048-101 | 323.86s | using both hands, placing the tablecloth on the tabletop.
P06-20240511-121048-102 | 327.30s | using right hand opening the water tap to wash both hands.
P06-20240511-121048-103 | 328.65s | washing both hands in running water inside the sink
P06-20240511-121048-104 | 330.53s | using right hand closing the water tap
P06-20240511-121048-105 | 331.20s | using left hand, briefly holding a bottle in the window pane.
P06-20240511-121048-106 | 336.21s | using right hand picking up a tablecloth from the tabletop and placing it back on the tabletop
P06-20240511-121048-107 | 338.96s | using right hand opening the drawer
P06-20240511-121048-108 | 340.09s | using right hand picking up a tablecloth from the drawer
P06-20240511-121048-109 | 341.06s | wiping the water from both hands using the tablecloth.
P06-20240511-121048-110 | 352.17s | using right hand placing the tablecloth in the drawer
P06-20240511-121048-111 | 352.97s | using both hands closing the drawer
P06-20240511-121048-112 | 354.09s | using right hand picking up a frying pan from the tabletop
P06-20240511-121048-113 | 355.93s | using left hand opening the cabinet door
P06-20240511-121048-114 | 357.19s | using right hand placing the frying pan in the cabinet
P06-20240511-121048-115 | 359.49s | using left hand closing the cabinet door
P06-20240511-121048-116 | 365.38s | using right hand removing the plug of sandwich maker from the socket.
P06-20240511-121048-117 | 369.08s | using both hands picking up the sandwich maker from the top of the microwave
P06-20240511-121048-118 | 372.82s | using both hands placing the sandwich maker in the sink
P06-20240511-121048-119 | 375.66s | using right hand picking up a cleaning sponge from nearby the sink
P06-20240511-121048-120 | 379.62s | using left hand picking up a bottle of dishwashing liquid from the tabletop
P06-20240511-121048-121 | 379.75s | using left hand tilting the bottle to pour some liquid on the sponge that is held in right hand
P06-20240511-121048-122 | 385.27s | using the sponge in the right hand cleaning the sandwich maker in the sink
P06-20240511-121048-123 | 406.42s | using both hands slightly moving the sandwich maker inside the sink
P06-20240511-121048-124 | 408.08s | using the cleaning sponge in the right hand cleaning the sandwich maker
P06-20240511-121048-125 | 443.12s | using right hand placing the sponge at nearby the sink
P06-20240511-121048-126 | 444.19s | using right hand opening the water tap to wash the sandwich maker
P06-20240511-121048-127 | 445.62s | using both hands washing the sandwich maker in running water inside the sink
P06-20240511-121048-128 | 467.72s | using right hand closing the water tap
P06-20240511-121048-129 | 468.34s | using both hands, picking up the sandwich maker above sink to decant the water.
P06-20240511-121048-130 | 476.60s | using both hands placing the sandwich maker on the tabletop
P06-20240511-121048-131 | 478.00s | using left hand slightly moving the plug of the sandwich maker on the tabletop
P06-20240511-121048-132 | 479.36s | using both hands placing the sandwich maker on the tabletop.
P06-20240511-121048-133 | 481.22s | shaking both hands to remove any excess water from hands.
P06-20240511-121048-134 | 482.53s | using right hand dispensing some hand wash liquid from its bottle that is placed in the window pane.
P06-20240511-121048-135 | 484.01s | rubbing the hand wash liquid in both hands so that it is spread across hands.
P06-20240511-121048-136 | 488.05s | using right hand opening the water tap
P06-20240511-121048-137 | 489.11s | washing both hands in running water inside the sink
P06-20240511-121048-138 | 497.84s | using right hand closing the water tap
P06-20240511-121048-139 | 498.84s | shaking both hands in the sink to remove any excessive water.
P06-20240511-121048-140 | 503.61s | using both hands picking up the sandwich maker from the tabletop.
P06-20240511-121048-141 | 508.40s | using both hands placing the sandwich maker at the tabletop nearby the gas stove
P06-20240511-121048-142 | 510.81s | using left hand picking up its wire and placing it on the tabletop
P06-20240511-121048-143 | 514.82s | using both hands adjusting the sandwich maker on the tabletop
P06-20240511-121048-144 | 516.42s | using right hand opening the drawer
P06-20240511-121048-145 | 517.43s | using right hand picking up
P06-20240511-121048-146 | 517.84s | Wiping the water from both hands using the tablecloth.
P06-20240511-121048-147 | 524.14s | using the tablecloth in right hand wiping the surface of the sandwich maker while holding it in left hand
P06-20240511-121048-148 | 542.26s | using the tablecloth wiping the water from hands
P06-20240511-121048-149 | 548.60s | using the tablecloth in right hand wiping the surface of Sandwich maker that is placed on tabletop.
P06-20240511-121048-150 | 559.32s | using both hands placing the tablecloth at the handle of the drawer. This will ensure that the tablecloth will dry after some time.
P06-20240511-121048-151 | 561.89s | using both hands picking up the sandwich maker from tabletop and shaking it to remove the residual water from the compartments of the sandwich maker.
P06-20240511-121048-152 | 570.69s | using both hands placing the sandwich maker on the tabletop
P06-20240511-121048-153 | 574.07s | using right hand opening a drawer.
P06-20240511-121048-154 | 574.99s | using both hands picking up a tablecloth from the drawer
P06-20240511-121048-155 | 576.17s | using right hand closing the drawer while holding the tablecloth in left hand
P06-20240511-121048-156 | 578.74s | using both hands folding the tablecloth
P06-20240511-121048-157 | 580.74s | using both hands picking up the sandwich maker and placing it towards the right hand side of the tabletop
P06-20240511-121048-158 | 583.23s | using both hands placing the tablecloth on the tabletop
P06-20240511-121048-159 | 586.28s | using both hands picking up the sandwich maker from tabletop and placing it on the tablecloth.
P06-20240511-121048-160 | 587.83s | using right hand picking up the wire of the sandwich maker and placing it on the right hand side of the sandwich maker
P06-20240511-121048-161 | 591.27s | using both hands picking up the sandwich maker and shaking it to remove any residual water from the compartments of sandwich maker
P06-20240511-121048-162 | 593.77s | using both hands placing the sandwich maker on the tablecloth
P06-20240511-121048-163 | 595.11s | using right hand picking up the wire of the sandwich maker and placing it behind the sandwich maker
P06-20240511-121048-164 | 599.46s | using both hands balancing the sandwich maker on the tablecloth
P06-20240511-121048-165 | 609.57s | using both hands picking up the wire of the sandwich maker and placing it behind the sandwich maker
P06-20240511-121048-166 | 620.28s | using right hand picking up a tablecloth from the tabletop.
P06-20240511-121048-167 | 620.94s | using both hands folding the tablecloth.
P06-20240511-121048-168 | 625.29s | using both hands placing the tablecloth in the handle of the drawer. This will ensure that the tablecloth will get dry after some time.
