# Video: P09-20240623-153253
# Narrations: 237
# Format: narration_id | timestamp | narration
#===========================================================

P09-20240623-153253-110 | 115.27s | Rinsing my right hand underneath the running tap while holding the green bowl in my left hand.
P09-20240623-153253-111 | 115.86s | Turning off the tap using my right hand while holding the green bowl in my left hand.
P09-20240623-153253-112 | 116.49s | holding the green bowl in both my hands and inspecting it some more while deciding between scrubbing it again or putting it in the washing machine.
P09-20240623-153253-113 | 117.21s | Walking towards the dishwasher to confirm that it is unloaded so that I can place the green bowl in it.
P09-20240623-153253-114 | 117.76s | using my left hand to reach for the dishwasher's handle so that I can open it.
P09-20240623-153253-115 | 118.21s | opening the dishwasher using my left hand so that I can confirm if it has been unloaded or not.
P09-20240623-153253-116 | 119.06s | Drawing out the top rack of the dishwasher using my left hand to confirm if there is space for the bowl in my right hand.
P09-20240623-153253-117 | 120.62s | pushing the dishwasher's top rack back into position after confirming there isn't enough space in the dishwasher and the items in the dishwasher has not been washed.
P09-20240623-153253-118 | 121.16s | placing the green bowl on the counter surface using my right hand while closing the top while pushing the top rack of the dishwasher back in place using my left hand.
P09-20240623-153253-119 | 121.39s | closing the dishwasher using my left hand while leaving the green bowl on the counter surface using my right hand
P09-20240623-153253-120 | 122.01s | returning back to the sink to continue washing and rinsing.
P09-20240623-153253-121 | 122.98s | Picking up the white bowl from the counter surface using my right hand
P09-20240623-153253-122 | 123.56s | Transferring the white bowl from my right hand to my left hand so that I can free my right hand to pick up all the items
P09-20240623-153253-123 | 123.90s | Picking up the sponge with my right hand while holding the white bowl in my left hand so that I can give it another scrub.
P09-20240623-153253-124 | 124.58s | scrubbing the white bowl held in my left hand using the sponge held in my right hand.
P09-20240623-153253-125 | 126.67s | flipping the white bowl held in my left hand so that I can scrub the exterior of the bowl while holding a yellow sponge in my right hand.
P09-20240623-153253-126 | 127.24s | Scrubbing the exterior of the bowl held in my left hand using the sponge in my right hand.
P09-20240623-153253-127 | 127.77s | Flipping the white bowl upside down in both my hands while I use my right hand to reach for the tap.
P09-20240623-153253-128 | 129.12s | reaching for the tap handle with my right hand so that I can turn it on while my left hand moves the white bowl underneath the tap in preparation for the running stream
P09-20240623-153253-129 | 129.47s | Turning on the tap using my right hand while my left hand holds the white bowl upside down underneath the running tap.
P09-20240623-153253-130 | 129.82s | rinsing the white bowl underneath the running tap while holding it in my left hand and using my right hand to spread water about.
P09-20240623-153253-131 | 130.22s | Using both my hands to flip the white bowl upside down so that I can rinse the interior.
P09-20240623-153253-132 | 131.08s | rinsing the interior of the white bowl by using my right hand to spread water around it while holding it firmly in my left hand.
P09-20240623-153253-133 | 131.85s | Transferring the bowl from both my hands to just my right hand to free up my left hand to pick up the grey bowl in the sink.
P09-20240623-153253-134 | 132.36s | Picking up the grey bowl in the sink using my left hand while my right hand holds the white bowl underneath the running tap filling it up with water.
P09-20240623-153253-135 | 132.53s | Moving the white bowl from the path of the running tap using my right hand while lifting up the grey bowl from the sink floor with my left hand towards the running tap stream
P09-20240623-153253-136 | 132.77s | Flipping the grey bowl upside down in my left hand to allow the tap water run over its exterior while tilting the white bowl in my right hand to pour its water over the back of the grey bowl to rinse the grey bowl.
P09-20240623-153253-137 | 133.22s | Flipping the grey bowl back to the upright position in my left hand to rinse the interior of the bowl while holding the white bowl in my right hand.
P09-20240623-153253-138 | 133.60s | pouring some water from the white bowl into the grey bowl held in my left hand to add to the rinsing water inside the bowl.
P09-20240623-153253-139 | 133.81s | using my right hand to pour water from the white bowl held in my right hand onto the grey bowl in my left hand while using my left hand to swirl around the water in the grey bowl by shaking the grey bowl around.
P09-20240623-153253-140 | 134.37s | stacking the white and grey bowl using both my hands
P09-20240623-153253-141 | 135.34s | Transferring the stacked bowl to just my right hand to free my left hand to turn off the running tap.
P09-20240623-153253-142 | 135.96s | Turning off the running tap using my left hand while my right hand flips the bowls, the stacked bowls to the side to drain out the excess rinsing water.
P09-20240623-153253-143 | 136.72s | flipping the stacked bowls in my right hand completely upside down to completely drain the water contained in them
P09-20240623-153253-144 | 137.17s | clearing out space in the draining rack for the rinsed bowl using my left hand and by lifting up a mug that's already in the draining rack while holding the stacked bowls in my right hand
P09-20240623-153253-145 | 137.74s | lifting the mug out of the part of the bowls held in my right hand using my left hand while flipping the bowls the stacked bowls held in my right hand upside down as I place them in the draining rack.
P09-20240623-153253-146 | 138.11s | placing the stacked bowls in the draining rack using my right hand while my left hand holds the navy mug over the draining rack.
P09-20240623-153253-147 | 139.62s | Using my right hand to lift up the keep cup in the draining rack to make space and deciding against it while holding the navy mug in my left hand.
P09-20240623-153253-148 | 140.74s | Using my right hand to pick up the beige mug from the draining rack while holding the navy mug in my left hand.
P09-20240623-153253-149 | 142.64s | Moving towards the cupboard to store the mugs held in both my hands.
P09-20240623-153253-150 | 143.39s | using my right hand to open the cupboard while also holding a beige mug in my right hand so that I can store the mugs in the cupboard.
P09-20240623-153253-151 | 144.50s | Placing the beige mug on the shelf using my right hand.
P09-20240623-153253-152 | 147.09s | Using my right hand to place the navy mug on the shelf.
P09-20240623-153253-153 | 148.08s | closing the cupboard with my left hand while i retract my right hand from the shelf
P09-20240623-153253-154 | 149.75s | turning to the sink to continue washing
P09-20240623-153253-155 | 150.29s | using my left hand to pick up the pot cover so that I can wash it.
P09-20240623-153253-156 | 150.50s | turning over the pot cover using my left hand to drain the water that has collected in it.
P09-20240623-153253-157 | 151.61s | reaching for the yellow sponge on the counter surface with my right hand while holding dirty pot cover in my left hand so that I can wash the pot cover.
P09-20240623-153253-158 | 152.08s | scrubbing the pot cover held in my left hand using the sponge held in my right hand.
P09-20240623-153253-159 | 155.40s | Using my left hand to turn the pot cover in an anti-clockwise direction while I scrub the pot cover with the sponge held in my right hand.
P09-20240623-153253-160 | 164.60s | flipping the pot cover over in both my hands so that I can wash the outward part of the cover.
P09-20240623-153253-161 | 164.99s | scrubbing the pot cover held in my left hand using the sponge held in my right hand.
P09-20240623-153253-162 | 167.74s | Using my left hand to position the washed pot cover under the tap while returning the sponge to the counter surface using my right hand.
P09-20240623-153253-163 | 168.54s | reaching for the tap handle using my right hand so that I can rinse the pot cover while holding the pot cover underneath the tap using my left hand.
P09-20240623-153253-164 | 168.82s | Turning on the tap using my right hand while my left hand holds the pot cover underneath the tap.
P09-20240623-153253-165 | 169.58s | holding the pot cover under the running tap using my left hand while my right hand rinses the pot cover by moving water about.
P09-20240623-153253-166 | 169.95s | Using my right hand to move the nozzle of the tap away from the edge to a more central position to avoid water splashing on the draining rack while using my left hand to hold the pot cover underneath the running tap.
P09-20240623-153253-167 | 170.83s | Rinsing my right hand underneath the running tap while holding the pot cover in my left hand underneath the running tap.
P09-20240623-153253-168 | 171.39s | Using both my hands to hold the pot cover in place underneath the running tap so that I can rinse it.
P09-20240623-153253-169 | 171.45s | flipping the pot cover over so that I can rinse the inside of it.
P09-20240623-153253-170 | 171.90s | Adjusting the tap flow rate using my right hand while holding the pot cover under the running tap using my left hand.
P09-20240623-153253-171 | 172.68s | Using my right hand to move water across the pot cover while holding the pot cover in place in my left hand.
P09-20240623-153253-172 | 174.05s | Using both my hands to flip the pot cover to its side to get rid of all the rinsing water contained within it.
P09-20240623-153253-173 | 175.54s | Using both my hands to hold the pot cover underneath the running tap to rinse it.
P09-20240623-153253-174 | 176.12s | flipping the pot cover in both my hands so that I can rinse the exterior and drain the rinsing water from within it.
P09-20240623-153253-175 | 176.91s | Rinsing the exterior of the pot cover under the running tap while holding the pot cover in both my hands.
P09-20240623-153253-177 | 177.54s | turning off the tap using my left hand while I hold the rinsed pot cover in my right hand
P09-20240623-153253-176 | 177.93s | flipping the pot cover about as I rinse it under the running tap so that I can inspect that all the soap bubbles have been removed.
P09-20240623-153253-178 | 178.60s | Holding the pot cover in both my hands while I inspect it to ensure that it's been properly cleaned.
P09-20240623-153253-179 | 180.33s | Reaching for the sponge on the counter surface using my right hand while holding the washed pot cover in my left hand so that I can scrub it some more.
P09-20240623-153253-180 | 180.67s | Using my right hand to pick up the sponge from the counter surface while holding the pot cover in my left hand over the sink so that I can scrub the pot cover.
P09-20240623-153253-181 | 181.00s | scrubbing the inside of the pot cover using a sponge held in my right hand while holding the pot cover in my left hand.
P09-20240623-153253-182 | 182.49s | holding the sponge in my right hand away from the pot cover while holding the pot cover in my left hand so that I can inspect what I have just scrubbed.
P09-20240623-153253-183 | 183.00s | Using the sponge held in my right hand to scrub the pot cover held in my left hand.
P09-20240623-153253-184 | 183.99s | holding the sponge away from the pot cover in my right hand while inspecting the pot cover held in my left hand to ensure it's been thoroughly cleaned.
P09-20240623-153253-185 | 185.79s | Scrubbing the pot cover held in my left hand using the sponge in my right hand.
P09-20240623-153253-186 | 188.25s | Placing the sponge on the counter surface using my right hand while holding the washed pot cover in my left hand so that I can rinse the pot cover.
P09-20240623-153253-187 | 188.40s | Using my left hand to position the pot cover underneath the tap while using my right hand to reach for the tap handle to turn it on.
P09-20240623-153253-188 | 188.86s | turning on the tap using my right hand while holding the pot cover underneath the tap stream using my left hand so that I can rinse the pot cover.
P09-20240623-153253-189 | 189.51s | Rinsing in my right hand over the pot cover held in my left hand.
P09-20240623-153253-191 | 189.52s | holding the pot cover in both my hands and flipping it to turn out the water within the pot cover.
P09-20240623-153253-190 | 189.99s | Rinsing the pot cover underneath the running tap by holding the pot cover in my right hand and using my left hand to spread water about.
P09-20240623-153253-192 | 190.58s | flipping the pot cover over in my left hand so that I can rinse the exterior of the pot cover.
P09-20240623-153253-193 | 191.90s | Rinsing the pot cover underneath the running tap while holding the pot cover in both my hands.
P09-20240623-153253-194 | 192.52s | Using my left hand to turn off the running tap while using my right hand to place the pot cover in the draining rack.
P09-20240623-153253-195 | 193.63s | Using both my hands to place the washed pot cover in the draining wrap.
P09-20240623-153253-196 | 194.63s | returning to the sink to pick up another item to wash
P09-20240623-153253-197 | 195.57s | reaching for a saucepan using both my hands
P09-20240623-153253-198 | 196.63s | Using my right hand to pick up and tilt a saucepan so that the water within it is drained.
P09-20240623-153253-199 | 196.98s | draining the water in the saucepan held in my right hand by tilting it on its side while placing my left hand on the handle of another saucepan.
P09-20240623-153253-201 | 197.00s | reaching for the sponge on the counter surface using my right hand while holding the saucepan in my left hand
P09-20240623-153253-200 | 197.53s | transferring the saucepan from my right hand to my left hand so that I may scrub the saucepan.
P09-20240623-153253-202 | 198.28s | tilting the saucepan upside down to drain its contents using my left hand while i pick up a sponge from the counter surface using my right hand so that i can begin scrubbing the pot
P09-20240623-153253-203 | 198.69s | scrubbing the saucepan held in my left hand using the sponge held in my right hand
P09-20240623-153253-204 | 209.79s | flipping the saucepan in my left hand as I scrub it with a sponge in my right hand so that I can reach the whole surface area of the pan.
P09-20240623-153253-205 | 212.92s | transferring the saucepan from my left hand to my right hand so I can store it on the counter surface while I wash the other saucepan.
P09-20240623-153253-206 | 213.94s | Reaching for the saucepan in the sink using my left hand while I drop the saucepan held in my right hand on the counter surface.
P09-20240623-153253-207 | 214.36s | Tilting the saucepan held in my left hand as I pick it up so as to drain all the water content within it while I drop the saucepan held in my right hand on the counter surface to free up my right hand to wash the saucepan held in my left hand.
P09-20240623-153253-208 | 215.96s | holding the saucepan in my left hand while i bring a sponge closer to it using my right hand so that i can begin scrubbing the saucepan
P09-20240623-153253-209 | 216.73s | Scrubbing the saucepan held in my left hand using the sponge in my right hand.
P09-20240623-153253-210 | 218.97s | Tilt in the pan held in my left hand to get a better grip while I scrub it with the sponge held in my right hand.
P09-20240623-153253-211 | 224.07s | placing the saucepan held in my left hand in the sink to allow me to pour some water into the saucepan
P09-20240623-153253-212 | 225.06s | Reaching for the tap using my left hand while holding the sponge in my right hand.
P09-20240623-153253-213 | 225.29s | turning on the tap using my left hand while holding my right hand and the sponge underneath the tap
P09-20240623-153253-214 | 225.80s | rinsing my right hand and the sponge in it underneath the running tap and while also filling the pot with water.
P09-20240623-153253-215 | 228.01s | turning off the tap using my left hand while I squeeze the sponge held in my right hand to get rid of excess water
P09-20240623-153253-216 | 228.67s | Squeezing out excess water from the sponge held in my right hand.
P09-20240623-153253-217 | 229.17s | transferring the sponge from my right hand to my left hand so that I can pick up the bottle of washing up liquid.
P09-20240623-153253-218 | 229.51s | Picking up the bottle of washing of liquid from the counter surface using my right hand while I hold this sponge in my left hand.
P09-20240623-153253-219 | 230.22s | tilting the washing up liquid bottle as I lift it up the counter surface using my right hand so that I can pour some washing up liquid onto the sponge held in my left hand.
P09-20240623-153253-220 | 230.56s | pouring out some washing up liquid from the bottle of washing up liquid held in my right hand onto the sponge held in my left hand.
P09-20240623-153253-221 | 231.02s | Flipping the washing up liquid's container to the upright position as I place it back on the counter surface using my right hand while my left hand holds the sponge.
P09-20240623-153253-222 | 232.08s | transferring the sponge from my left hand to my right hand so that I can pick up the pot in the sink.
P09-20240623-153253-223 | 232.80s | lifting the saucepan in the sink using my left hand while my right hand holds the sponge so that i can scrub the saucepan
P09-20240623-153253-224 | 233.39s | scrubbing the saucepan held in my left hand using the sponge held in my right hand while simultaneously emptying the saucepan of all residual water content.
P09-20240623-153253-225 | 233.98s | scrubbing the saucepan held in my left hand using the sponge held in my right hand.
P09-20240623-153253-226 | 241.83s | flipping over the saucepan in my left hand while holding the sponge in my right hand so that I can scrub the exterior of the pot.
P09-20240623-153253-227 | 244.34s | Using my left hand to drop the saucepan on the base of the sink while holding the sponge in my right hand.
P09-20240623-153253-228 | 244.94s | dropping the sponge in the sink from my right hand while leaving the saucepan upside down in the sink.
P09-20240623-153253-231 | 245.29s | Rinsing both my hands underneath the running tap.
P09-20240623-153253-229 | 245.70s | Moving my right hand underneath the tap as I reach for the tap handle using my left hand so that I might rinse both my hands.
P09-20240623-153253-230 | 246.06s | turning on the tap using my left hand while my right hand is positioned underneath the tap.
P09-20240623-153253-232 | 247.31s | Shaking off the excess water from both my palms after rinsing my hand underneath the running tap
P09-20240623-153253-233 | 248.14s | Using my left hand to turn off the tap.
P09-20240623-153253-234 | 248.85s | walking towards the hob so that I can wipe my hands on the kitchen rag.
P09-20240623-153253-235 | 249.41s | reaching for the kitchen rag with my right hand so that I can try to wipe my hands
P09-20240623-153253-236 | 250.21s | Drying both my hands on the kitchen rag.
P09-20240623-153253-237 | 251.30s | Using my left hand to place the kitchen rag back on the counter surface after wiping and drying both my hands.
