P01-20240203-135502-1 | Open the food processor by holding the lid and rotating it counterclockwise and lifting it off.
P01-20240203-135502-166 | Turn the dial of the can opener using the right hand clockwise while holding firmly both handles so that to open the can.
P01-20240203-135502-168 | Try again by positioning the blade of the can opener on the rim of the can and holding the handles more firmly and rotating the dial using the right hand clockwise. With added presser, the dent in the can is now visible.
P01-20240203-135502-169 | Continue rotating the handle clockwise. The can automatically rotates counterclockwise on the surface top, on the countertop, while the can opener keeps opening the rim of the lid or cover of the can during the operation. So the left hand is firmly holding the handles of the can opener. The right hand is rotating the dial of the can opener clockwise. The can is being opened using the blade while being automatically rotated counterclockwise.
P01-20240203-135502-17 | shake the glass with the left hand, tilting the food processor back to distribute the biscuits evenly inside it and measure the amount required.
P01-20240203-135502-170 | Release the can opener by moving away the two handles from each other and lifting it off the can.
P01-20240203-135502-171 | place the can opener on the notepad. The can opener rolls slightly to the left once it's placed.
P01-20240203-135502-172 | Pick up the glass containing cocoa powder from the scale using the right hand in preparation for adding it to the pot.
P01-20240203-135502-173 | pick up the wooden spoon from the countertop using the right hand.
P01-20240203-135502-174 | Move the remaining unmelted butter block inside the pan in a circular motion clockwise to melt it, using the wooden spoon to move it around.
P01-20240203-135502-175 | Put down the wooden spoon on the countertop.
P01-20240203-135502-176 | Pour the cocoa powder from the glass into the pot by holding the glass on top of the pot and tilting it so all the cocoa powder falls into the pan where the butter is.
P01-20240203-135502-177 | Hit the edge of the glass a couple of times to drop any cocoa powder that's still stuck inside into the pot.
P01-20240203-135502-178 | Pick up the wooden spoon from the countertop.
P01-20240203-135502-179 | put down the glass on the countertop. In putting it on the countertop, it hits the rim of another plate on the countertop. Now you can hear the sound of glass and ceramic.
P01-20240203-135502-18 | Turn the glass upside down on top of the bowl so the measured biscuits fall into the bowl.
P01-20240203-135502-180 | Mix the cocoa powder with the butter using the wooden spoon in the pan by stirring the content of the pan in circular motion clockwise, including moving the butter block that hasn't yet melted around the pan clockwise to melt the butter and mix all the content of the pot.
P01-20240203-135502-181 | Rest the wooden spoon on the pot.
P01-20240203-135502-182 | Adjust the heat by increasing it, holding the dial and rotating it clockwise.
P01-20240203-135502-183 | Continue stirring the content of the pot by holding the wooden spoon and moving it around the pot, also moving the butter block that hasn't melted fully yet.
P01-20240203-135502-184 | Rest the wooden spoon on the pot.
P01-20240203-135502-185 | Adjust the heat again slightly moving the dial.
P01-20240203-135502-186 | Pick up a knife from the countertop.
P01-20240203-135502-187 | Holding the can of condensed milk with the left hand, lift the already cut lid of the tin using the knife. The lid is very sharp and can cause a hand cut and thus lifting it carefully with the knife is critical.
P01-20240203-135502-188 | Once lifted, carefully hold the lid using the left hand, pinching it, avoiding touching any of the rim of the lid. Slide any of the condensed milk that is still attached to the inside of the cover using the knife, allowing it to fall back into the can. The lid will be discarded, so this is basically preserving some of the content of the can by sliding it back into the can using the knife. The lid is being held with the left hand and the knife is sliding the condensed milk down with the right hand.
P01-20240203-135502-189 | remove the lid off the can by pulling it away. While the lid has been opened, only one tiny bit is still attached to the can. So a bit of a forceful pull is needed to separate it fully from the can.
P01-20240203-135502-19 | Turn the glass again upright.
P01-20240203-135502-190 | Open the trash bin's lid using the right hand, which is also holding the knife.
P01-20240203-135502-191 | throw the lid into the bin.
P01-20240203-135502-194 | Hold the wooden spoon again and stir the content of the pot. The butter has mostly melted and the butter has mixed with the cocoa powder, producing a chocolate saucy thing. Stirring in circular motions clockwise, then counterclockwise.
P01-20240203-135502-195 | Rest the wooden spoon on the pot.
P01-20240203-135502-196 | pick up the pen from the countertop.
P01-20240203-135502-197 | Write what I remember is the measurement of the butter next to the question mark on the notepad.
P01-20240203-135502-198 | Put down the pen, on the countertop.
P01-20240203-135502-199 | Hold the wooden spoon again and stir the content of the pot in circular motion.
P01-20240203-135502-2 | Hit the lid against the rim of the food processor bowl to drop any of the biscuits that had stuck to it into the bowl.
P01-20240203-135502-20 | Pour more biscuits into the glass by holding the glass with the left hand, tilting and holding the food processor bowl with the right hand, and also shaking slightly the food processor bowl so the crushed biscuits fall into the glass.
P01-20240203-135502-200 | Hold the wooden spoon on top of the pot observing whether the sauce is now boiling.
P01-20240203-135502-201 | Continue stirring the content of the pot, using the wooden spoon in circular motions.
P01-20240203-135502-202 | Rest the wooden spoon on the pot.
P01-20240203-135502-203 | Pick up the opened can of condensed milk from the countertop using the left hand.
P01-20240203-135502-204 | Pour the condensed milk from the can into the pot by holding the can with the left hand and tilting it on top of the pot so the condensed milk slowly falls into the pot.
P01-20240203-135502-205 | Continue holding the can upside down on top of the pot so all the condensed milk which is thick keeps falling fully into the pot.
P01-20240203-135502-206 | Mix the content of the pan, stirring the condensed milk into the mixture of butter and cocoa, using the wooden spoon in circular motions, quickly.
P01-20240203-135502-207 | Once the condensed milk stops pouring from the can, tilt the can upright, carefully waiting for the dripping to stop.
P01-20240203-135502-208 | put down the empty can on the scale just because there is no other space on the countertop.
P01-20240203-135502-209 | Stir the content of the pot using the wooden spoon while holding the handle of the pot with the left hand until all the mixture is homogeneous and is one color, in circular motions clockwise.
P01-20240203-135502-21 | shake the glass to distribute the biscuits inside it and measure how much was added visually.
P01-20240203-135502-210 | Rest the wooden spoon on the pot's edge.
P01-20240203-135502-22 | Turn the glass upside down to add the measured biscuits into the bowl.
P01-20240203-135502-23 | turn the food processor bowl on top of the white bowl with biscuits upside down and shake it to drop any remaining crushed biscuits stuck to it into the bowl, hitting it against the rim of the bowl a few times as well.
P01-20240203-135502-24 | Put the glass on the upper shelf having finished measuring biscuits.
P01-20240203-135502-25 | Hold and shake the large bowl with crushed biscuits to distribute the biscuits evenly inside it, using the left hand, lifting it slightly above the countertop in doing so, then putting it back on.
P01-20240203-135502-26 | Lock the food processor's bowl onto the food processor by putting it on the food processor and rotating it clockwise to lock it in using both hands.
P01-20240203-135502-263 | Turn off the hob by holding the dial with the left hand and rotating it clockwise to turn off the heat. The chocolate sauce is now ready.
P01-20240203-135502-264 | Hit the wooden spoon against the rim of the pot twice.
P01-20240203-135502-265 | Lift the pot from its handle from the countertop using the left hand, holding the spoon on top of the pot while moving it.
P01-20240203-135502-266 | pour the chocolate sauce into the white bowl with crushed biscuits by positioning the pot on top of the bowl and tilting it so all the content of the pot pours into the bowl.
P01-20240203-135502-267 | use the wooden spoon to slide any of the remaining sauce from the pot into the bowl. The pot is positioned on top of the bowl, so any sauce that comes out of it will fall into the bowl. The spoon is moved around the inside of the pot, the bottom and the sides, to slide any remaining sauce into the bowl.
P01-20240203-135502-268 | rest the wooden spoon on the bowl.
P01-20240203-135502-27 | Clap both hands against one another on top of the white bowl with crushed biscuits to drop any crushed biscuit that stuck to the hand into the bowl.
P01-20240203-135502-270 | Hold the bowl using the left hand. Hold the wooden spoon using the right hand. Mix the content of the bowl, mixing the hot chocolate sauce with the crushed biscuits by turning the content of the bowl upside down so that the chocolate at the top gets mixed with the biscuits at the bottom.
P01-20240203-135502-271 | Hit the wooden spoon against the rim of the bowl to drop the biscuits and chocolate that stuck to it back into the mix.
P01-20240203-135502-272 | Rest the wooden spoon on the bowl.
P01-20240203-135502-274 | Pick a spoon out of the cutlery tray in the drawer using the right hand.
P01-20240203-135502-275 | Hold the wooden spoon with the left hand and use the metallic spoon with the right hand to slide the mixture that stuck to the wooden spoon back into the bowl. As the mixture is very hot, the hand can't be used.
P01-20240203-135502-276 | Do the same for the back of the spoon, holding the wooden spoon with the left hand and sliding the mixture stuck to the back of the spoon using the metallic spoon. Back into the bowl.
P01-20240203-135502-278 | Continue mixing the bowl's content with the metallic spoon.
P01-20240203-135502-279 | Hit the metallic spoon against the rim of the bowl.
P01-20240203-135502-28 | Pick up the spatula from the plate on the countertop.
P01-20240203-135502-281 | Using the hands, start mixing the content of the bowl. After a few attempts, you can feel that the temperature of the mixture is still very hot.
P01-20240203-135502-282 | Pick up the metallic spoon again from the chopping board.
P01-20240203-135502-283 | Drop some of the remaining mixture stuck to the metallic spoon using the hand back into the bowl.
P01-20240203-135502-285 | Pick up the wooden spoon from the chopping board.
P01-20240203-135502-286 | Go back to mixing the content of the bowl with the wooden spoon as the mixture is still hot, but realize it's now hard to mix using the spoon.
P01-20240203-135502-288 | Press the mixture into the bowl using the right hand.
P01-20240203-135502-289 | Pick up the wooden spoon from the chopping board.
P01-20240203-135502-29 | Lift the lid of the pan with the carrot soup.
P01-20240203-135502-290 | Try to pour the mixture onto the chopping board, but realize it has not mixed correctly, as only the biscuits fall off independently.
P01-20240203-135502-294 | Slide back the biscuits from the chopping board into the bowl using the wooden spoon.
P01-20240203-135502-296 | Continue mixing the content of the bowl using the hand, stopping at times because it's really hot. Mix thoroughly until it's one homogeneous and connected block.
P01-20240203-135502-297 | pick up the bowl from the countertop.
P01-20240203-135502-298 | Pour the mixture from the bowl onto the chopping board using the wooden spoon to assist with sliding the mixture.
P01-20240203-135502-3 | Shake the cover of the lid. This is the plastic piece, the top of the lid. Again to drop any biscuits that had stuck to it into the bowl.
P01-20240203-135502-30 | place the lid on the hob holding it with the left hand to support it, as it's not placed properly.
P01-20240203-135502-300 | Press the mixture together to form one long continuous roll by pressing on the sides and along its length using the hands and the palm.
P01-20240203-135502-301 | Roll the mixture a little towards the edge of the countertop.
P01-20240203-135502-302 | Continue pressing the roll along its length using the hands.
P01-20240203-135502-303 | Roll the mixture again slightly.
P01-20240203-135502-304 | Press the mixture along its length.
P01-20240203-135502-305 | Press the two sides of the roll in using both hands.
P01-20240203-135502-306 | Continue pressing the mixture using both hands along its length to solidify it.
P01-20240203-135502-307 | Roll and press the mixture using both hands on the chopping board.
P01-20240203-135502-308 | Gather some of the biscuits that had fallen on the chopping board, press them back into the mixture.
P01-20240203-135502-309 | Roll and press.
P01-20240203-135502-31 | Stir the content of the soup using the spatula, just moving things around.
P01-20240203-135502-310 | Push the sides in.
P01-20240203-135502-311 | Roll and press.
P01-20240203-135502-312 | Roll and press.
P01-20240203-135502-313 | Roll back and forth.
P01-20240203-135502-314 | Press again.
P01-20240203-135502-315 | Continue to roll and press until it forms into a uniform width roll.
P01-20240203-135502-316 | unroll the foil paper by holding the paper in place, holding the roll with the left hand and pulling its end using the right hand to the required length.
P01-20240203-135502-317 | tear the roll around its base to separate the unrolled foil, holding the end with both hands and tearing it off.
P01-20240203-135502-318 | holding the end of the roll, tear the rest of the foil by pulling it away.
P01-20240203-135502-319 | Place the edge of the foil paper on the chopping board next to the rolled mixture.
P01-20240203-135502-32 | Hit the spatula against the rim of the pot to drop any excess liquid.
P01-20240203-135502-320 | Using both hands, lift and place the mixture from the chopping board onto the edge of the foil paper.
P01-20240203-135502-321 | Fold the edge of the foil paper onto the mixture and roll the foil paper so it covers the mixture fully.
P01-20240203-135502-322 | Fold one end of the foil paper on top of the roll to close that end.
P01-20240203-135502-323 | fold the other end of the foil paper to close that end.
P01-20240203-135502-324 | Pick up the foil paper containing the mixture from the chopping board using both hands.
P01-20240203-135502-325 | Open the fridge.
P01-20240203-135502-326 | Try to put the mixture with the foil paper at the lower end of the fridge, pushing it realizing there isn't enough space.
P01-20240203-135502-327 | Move the yogurt from the second shelf to the top shelf.
P01-20240203-135502-328 | Push the jar of chocolate inside into the second shelf.
P01-20240203-135502-329 | push the butter inside in the second shelf of the fridge.
P01-20240203-135502-33 | cover the pot again with the lid
P01-20240203-135502-330 | place the mixture wrapped with foil paper on the second edge of the fridge.
P01-20240203-135502-331 | Close the fridge's door.
P01-20240203-135502-34 | Put down the spatula on the plate.
P01-20240203-135502-357 | open the oven's door by holding the handle and pulling it down
P01-20240203-135502-358 | Pick up the bowl containing dough that's been covered with towels from the oven. It was put in the oven for proofing.
P01-20240203-135502-359 | Put the bowl on the countertop.
P01-20240203-135502-360 | Lift the two towels off the bowl, uncovering it. The dough has risen sufficiently, holding the edge of the towels and lifting them off.
P01-20240203-135502-367 | cover the bowl again with the blue towel.
P01-20240203-135502-368 | Put the bowl with the blue towel away, realizing I still need to prepare the filling, so the dough needs to be covered in the meanwhile.
P01-20240203-135502-371 | pick up a pile of three trays from the third shelf under the countertop, sliding them out using the right hand.
P01-20240203-135502-372 | holding the lower two trays with the left hand, pick up the upper tray from the pile using the right hand.
P01-20240203-135502-373 | return the top tray by sliding it back into the shelf as it won't be used.
P01-20240203-135502-374 | Place the two trays on the countertop.
P01-20240203-135502-378 | press and release the dial on the oven's panel to the right.
P01-20240203-135502-379 | Adjust the temperature to preheat the oven by rotating the dial clockwise using the right hand, setting the temperature to the right temperature for preheating.
P01-20240203-135502-380 | Press and release the other dial on the left of the panel of the oven using the thumb of the right hand.
P01-20240203-135502-381 | rotate the dial clockwise to set it on the preheating setting. The oven is now preheating while the rest of the recipe is being prepared.
P01-20240203-135502-382 | separate the two trays, moving the tray on the top to the empty space on the countertop so the two trays are next to each other.
P01-20240203-135502-383 | Pick up the bottle of olive oil from the countertop.
P01-20240203-135502-384 | Pour olive oil from the bottle into the tray on the right. This is to oil the tray before the dough can be added to it. Notice that the bottle is already opened so it doesn't need to be opened.
P01-20240203-135502-386 | spread the oil onto the surface of the right tray using the fingers of the right hand, placing the fingers flat on the tray and spreading the oil all across the surface of the tray, holding the tray with the left hand to steady it.
P01-20240203-135502-387 | pick up the bottle from the countertop using the right hand.
P01-20240203-135502-388 | Pour olive oil into the second tray, the tray on the left, from the bottle, tilting the bottle to pour the oil.
P01-20240203-135502-390 | spread the oil on the surface of the second tray using the four fingers of the right hand, spreading the tray all around the surface, holding the tray with the left hand to steady it.
P01-20240203-135502-4 | Put down the lid on the upper shelf.
P01-20240203-135502-404 | pick up the pan containing cooked meat from the hob. The meat has now cooled, so it's ready to be prepared as a topping on the dough.
P01-20240203-135502-405 | Pick up the lid of the pan using the right hand.
P01-20240203-135502-407 | Open the fridge.
P01-20240203-135502-408 | pick up the tub of yogurt from the upper shelf of the fridge using the left hand.
P01-20240203-135502-409 | Close the fridge.
P01-20240203-135502-410 | Put down the tub of yogurt on the counter top.
P01-20240203-135502-412 | pick up a spoon from the cutlery tray in the drawer. The spoon will be used to scoop yogurt from the top.
P01-20240203-135502-414 | Open the yogurt tub by holding the tub with the left hand, pinching the edge of the cover with the right hand and pulling it away, without pulling it all the way, so most of the way, so it remains attached to the top.
P01-20240203-135502-415 | Pick up the yogurt tub from the countertop.
P01-20240203-135502-416 | positioning the tub of yogurt on top of the pan. Scoop one spoonful of yogurt using the spoon. The tub of yogurt is being held with the left hand and the spoon with the right hand.
P01-20240203-135502-417 | Pour the spoon of yoghurt on top of the meat in the pan.
P01-20240203-135502-418 | Scoop another spoon of yogurt, not full, from the tub of yogurt using the spoon.
P01-20240203-135502-419 | pour the yogurt on top of the meat.
P01-20240203-135502-42 | Put the pot retrieved from the cupboard on the bottom right burner of the hob, preparing to use it for the chocolate sauce.
P01-20240203-135502-420 | Scoop a third spoon from the tub of yogurt, not full.
P01-20240203-135502-421 | Pour the additional yoghurt from the spoon onto the pan with cooked meat.
P01-20240203-135502-422 | Rest the spoon of yogurt on the pan.
P01-20240203-135502-423 | Cover the yogurt again using the light cover, now covering the top of the tub.
P01-20240203-135502-424 | Pick up the jar of tahini from the lower shelf on top of the sink using the right hand.
P01-20240203-135502-425 | Put down the jar of tahini on the countertop next to the yogurt.
P01-20240203-135502-426 | Attempt to open the jar of Tahini by holding the jar with the right hand, holding the lid with the left hand, trying to rotate the lid counterclockwise, but as the jar has not been opened before (I just bought it earlier in the day) it needs more force so it doesn't open. The lid does not move.
P01-20240203-135502-428 | Try again by holding the jar now with the left hand and then holding the lid with the right hand and try to rotate the lid counterclockwise to open the jar. This effort is again unsuccessful.
P01-20240203-135502-429 | Lift the lid off the surface. So, the left hand is holding the jar and the right hand is holding the lid and try to rotate both the jar and the lid in opposite directions, the lid counterclockwise and the jar clockwise using both hands to try to open the jar. Again, this effort is unsuccessful.
P01-20240203-135502-430 | Switch the hands by holding the jar with the right hand and the lid with the left hand. And now try to rotate the jar clockwise with the right hand and the lid counterclockwise with the left hand, adding more force. This is a successful attempt and the lid indeed loosens.
P01-20240203-135502-432 | complete opening the jar by rotating the lid fully and lifting it off the jar, turning it upside down so any tahini that is on the inside of the lid does not fall off onto the surface top.
P01-20240203-135502-435 | pick up a spoon from the cutlery tray in the drawer using the right hand.
P01-20240203-135502-436 | Insert the spoon inside the jar and mix the content of the jar. The tahini gets to separate the oil from the solid parts, so mixing the contents thoroughly before scooping is essential. Insert the spoon and mix thoroughly in circular motions clockwise. Also bringing the bottom content to the top while doing so.
P01-20240203-135502-437 | Pick up the jar with the left hand with the spoon still inside it.
P01-20240203-135502-438 | Scoop one spoonful of tahini from the jar using the spoon. The jar is held with the left hand, the spoon with the right hand, and the jar is positioned on top of the pan, so any drops fall into the pan.
P01-20240203-135502-439 | Pour the spoonful of tahini on top of the meat and yogurt.
P01-20240203-135502-440 | Scoop another half spoon of tahini from the jar using the spoon.
P01-20240203-135502-441 | Pour the additional tahini on the pan.
P01-20240203-135502-442 | shake the spoon hard on top of the pan to drop the remaining tahini from it. As tahini is really thick, shaking strongly is required.
P01-20240203-135502-443 | Return the spoon into the jar, leaving it inside.
P01-20240203-135502-444 | put down the jar on the countertop with the spoon inside it, keeping the spoon inside the jar so that in case I need to add more tahini after I mix all the ingredients, I can do so.
P01-20240203-135502-445 | Open the upper cupboard.
P01-20240203-135502-446 | Pick up a jar of sumac spice from the lower shelf using the right hand, holding the jar from the top.
P01-20240203-135502-447 | Open the jar by holding the jar itself with the left hand, holding the lid with the right hand, and rotating the lid counterclockwise.
P01-20240203-135502-448 | Turn the lid upside down to use it to measure some of the spice from the jar.
P01-20240203-135502-449 | Pour some of the sumac spice from the jar into the lid by holding the jar with the left hand, holding the lid positioned under the jar with the right hand, tilting the jar to pour sumac into the lid. Pouring into the lid allows to take an accurate measurement, so not much sumac drops into the mixture.
P01-20240203-135502-45 | pick up a wooden spoon from the cutlery drawer of the dishwasher using the left hand. It's been cleaned and now ready to use.
P01-20240203-135502-450 | Pour the measured sumac from the lid into the pan by turning the lid upside down on top of the pan so the sumac falls from the lid into the pan. Pour the sumac on top of the tahini, yogurt and the cooked meat.
P01-20240203-135502-451 | Shake the lid on top of the pan to drop any of the remaining spice from it into the pan.
P01-20240203-135502-452 | Close the jar which is still being held with the left hand by positioning the lid with the right hand and rotating clockwise to close it. This action is slightly off screen.
P01-20240203-135502-453 | put back the jar into the lower shelf of the cupboard using the left hand.
P01-20240203-135502-454 | Pick up the spoon that's resting on the pan. This spoon was used to add the yogurt.
P01-20240203-135502-455 | Mix all the ingredients added to the pan with the cooked meat to produce the filling that we'll be using to top the meat doughs or to produce the topping of the meat doughs. First mixing the yogurt, tahini and sumac together and then mixing these with the full content of the pan with all the meat to cover all the meat with this mixture. Also holding the pan's handle with the left hand and rotating the handle to access all the content of the pan during mixing.
P01-20240203-135502-456 | stop mixing when I realize that I need to put more tahini as there isn't enough, the mixture is still dry.
P01-20240203-135502-457 | Pick up the tahini jar from the countertop using the left hand.
P01-20240203-135502-458 | Hold the spoon that was resting inside the tahini jar and scoop one handful of tahini from the jar.
P01-20240203-135502-459 | Pour the handful of tahini into the pan, shaking the spoon firmly to drop the content into the pan.
P01-20240203-135502-460 | Again, return the spoon into the jar, keeping it inside.
P01-20240203-135502-462 | holding the spoon that was resting on the pan. Again, mix all the ingredients. The aim is to have a more balanced mixture with enough tahini in the yogurt. Continue mixing all the content, also holding the pan's handle with the left hand and rotating it to access all the content of the pan.
P01-20240203-135502-463 | Take a bit of the mixture using the spoon. So take a small amount of meat that has been cooked and covered with the mixture with the spoon to taste.
P01-20240203-135502-464 | taste the mixture to check that the amount of spice is sufficient.
P01-20240203-135502-465 | Pick up the pan from the hob.
P01-20240203-135502-468 | Put down the pan with the mixture, the topping on the upper shelf, using the left hand holding the handle.
P01-20240203-135502-469 | Lift the towel off the bowl, uncovering the dough, holding it with the right hand from one end and pulling it away
P01-20240203-135502-47 | Put down the wooden spoon on the countertop next to the hob.
P01-20240203-135502-472 | Pick up the bowl with dough from the countertop, holding it with both hands.
P01-20240203-135502-474 | put down the bowl on the countertop.
P01-20240203-135502-475 | Knead the dough, removing the air that has accumulated inside it during proofing, by lifting one edge and then folding it into the center, going across the full edge and going around all around the dough.
P01-20240203-135502-476 | Knead by pressing your fist in, then lift the edge and fold it into the center several times to knead the dough removing the air from it.
P01-20240203-135502-477 | Cut one small ball of dough from the dough. This is done by holding one end of the dough, squeezing with the right hand and pulling the right size of dough using the left hand.
P01-20240203-135502-478 | Knead the ball of dough by squeezing it with one hand and passing it with the other hand, squeezing and passing multiple times. This aims to remove the remaining air from the dough.
P01-20240203-135502-479 | attempt to roll the dough into a ball but the dough is very sticky
P01-20240203-135502-480 | return the ball of dough into the big ball because it's very sticky so the hands need to be oiled first.
P01-20240203-135502-482 | Pick up a plate from the second shelf of the cupboard using the right hand.
P01-20240203-135502-484 | Put down the plate on the counter top.
P01-20240203-135502-485 | Pick up the bottle of oil from the countertop.
P01-20240203-135502-486 | Pour oil from the countertop onto the plate. This oil will be used to oil the hand.
P01-20240203-135502-488 | Dip the fingers of the right hand into the plate with oil to get some oil from the plate.
P01-20240203-135502-489 | Press the fingers of right hand into the palm of the left hand and spread the oil around to oil this palm of the left hand.
P01-20240203-135502-490 | Dip the fingers of the right hand again into the bowl.
P01-20240203-135502-491 | Press the fingers into the palm of the left hand and spread the oil again, oiling the palm of the left hand. Oiling will stop the dough from sticking to the hands while kneading and rolling into balls.
P01-20240203-135502-492 | Pick up a ball of dough from the big bowl using the right hand
P01-20240203-135502-493 | roll the ball of dough by placing the dough on the palm of the left hand and rolling it with the right hand.
P01-20240203-135502-494 | Place the ball of dough on one of the corners of the tray using the right hand in preparation for adding more balls of dough into the tray.
P01-20240203-135502-495 | Cut another bit of the dough, again by lifting one end of the dough, pinching and squeezing two fingers of the right hand to cut this bit out of the dough and holding the cut bit with the left hand.
P01-20240203-135502-496 | Knead the ball of dough by passing it from one hand to the other, squeezing, then passing again to the other hand, then squeezing to get rid of the air. This is the method for kneading the ball of dough.
P01-20240203-135502-497 | Roll the ball of dough by placing it on the palm of the left hand and rolling with the right hand.
P01-20240203-135502-498 | kneading the dough.
P01-20240203-135502-499 | Rolling the dough.
P01-20240203-135502-5 | Pick up a piece of biscuit that has not been crushed fully and crush it using hand.
P01-20240203-135502-50 | Pick up the butter from the countertop using the right hand. This is the unsalted butter.
P01-20240203-135502-500 | Put down the dough on the tray.
P01-20240203-135502-501 | Cut the ball of dough in the same way.
P01-20240203-135502-502 | Cut a little bit more of the dough.
P01-20240203-135502-503 | Merging both cuts, knead the dough.
P01-20240203-135502-504 | Roll the dough.
P01-20240203-135502-505 | Put the dough ball on the tray.
P01-20240203-135502-506 | Cut the dough.
P01-20240203-135502-507 | Cut another part of the dough.
P01-20240203-135502-508 | Merging both parts knead the dough.
P01-20240203-135502-509 | Dip the fingers of the right hand into the bowl.
P01-20240203-135502-51 | Open the packaging of the butter by holding the butter block with the left hand and unfolding the packaging's ends using the right hand, unfolding three of the four sides of the packaging, using the right hand for the first one and the left hand for the second two unfolds.
P01-20240203-135502-510 | Spread the oil onto the palm of the left hand.
P01-20240203-135502-511 | Continue kneading the ball.
P01-20240203-135502-512 | Roll the dough.
P01-20240203-135502-513 | Put the dough down on the tray.
P01-20240203-135502-514 | Move the balls slightly in the tray to spread them evenly, distributing them with sufficient space between them.
P01-20240203-135502-515 | Cut the dough.
P01-20240203-135502-516 | Cut another part of the dough.
P01-20240203-135502-517 | Knead the dough.
P01-20240203-135502-518 | Roll the dough.
P01-20240203-135502-519 | Dip the right hand's fingers into the plate with oil.
