# Video: P05-20240425-124420
# Narrations: 91
# Format: narration_id | timestamp | narration
#===========================================================

P05-20240425-124420-64 | 143.15s | Turn on the cold tap with my left hand.
P05-20240425-124420-65 | 143.65s | Rinse the glass under the cold tap with my right hand.
P05-20240425-124420-66 | 145.05s | Pour out the water from the pint glass with my right hand.
P05-20240425-124420-67 | 145.90s | Fill up the pint glass under the running water with my right hand.
P05-20240425-124420-68 | 147.80s | Turn off the cold tap with my left hand whilst holding the filled up pint glass with my right hand.
P05-20240425-124420-69 | 148.70s | Transfer the pint glass to my left hand.
P05-20240425-124420-70 | 149.80s | Drink from the pint glass which is held in my left hand.
P05-20240425-124420-71 | 158.71s | Place the pint glass on the counter with my left hand.
P05-20240425-124420-72 | 166.70s | Pick up the spoon from the counter with my right hand.
P05-20240425-124420-73 | 168.12s | Transfer the spoon to my left hand.
P05-20240425-124420-74 | 170.06s | Open the microwave door by pressing the release catch with my right hand.
P05-20240425-124420-75 | 174.54s | Pick up the plate from the microwave with both hands whilst holding the spoon in my right hand.
P05-20240425-124420-76 | 176.44s | Put the plate down on the counter with both hands whilst holding the spoon in my right hand.
P05-20240425-124420-77 | 177.62s | Stir the curry on the plate because I want it to heat up evenly.
P05-20240425-124420-78 | 182.71s | Pick up the plate with my left hand and the spoon with my right hand.
P05-20240425-124420-79 | 183.46s | Stir the curry again.
P05-20240425-124420-80 | 184.86s | Taste the curry on the spoon to check how hot it is.
P05-20240425-124420-81 | 186.37s | I've decided that it isn't hot enough yet, so place the curry back in the microwave with my left hand.
P05-20240425-124420-82 | 188.24s | Close the microwave door with my left hand.
P05-20240425-124420-83 | 189.67s | Restart the microwave and add 30 seconds to the timer by pressing the start button twice with my left thumb.
P05-20240425-124420-84 | 192.32s | Place the spoon down on the counter with my left hand.
P05-20240425-124420-85 | 214.85s | Pick up the spoon from the counter with my right hand.
P05-20240425-124420-86 | 216.34s | Transfer the spoon to my left hand.
P05-20240425-124420-87 | 217.56s | Open the microwave door with my right hand by pressing the release button.
P05-20240425-124420-88 | 218.38s | Transfer the spoon to my right hand.
P05-20240425-124420-89 | 218.99s | Pick up the curry from the microwave with my right hand whilst also holding the spoon.
P05-20240425-124420-90 | 220.85s | Close the microwave door with my left hand.
P05-20240425-124420-91 | 222.36s | Place the spoon on the plate with my right hand.
