# Video: P05-20240424-130119
# Narrations: 114
# Format: narration_id | timestamp | narration
#===========================================================

P05-20240424-130119-71 | 187.98s | Dry both hands on the towel that's hanging on the wall.
P05-20240424-130119-72 | 189.70s | pick up spoon with right hand
P05-20240424-130119-73 | 191.59s | Open Microwave with the left hand by pressing the door release button because the timer has finished.
P05-20240424-130119-74 | 193.01s | take out the plate with my left hand.
P05-20240424-130119-75 | 195.47s | Mix in the curry because it won't have evenly heated.
P05-20240424-130119-76 | 199.87s | shake excess curry off spoon.
P05-20240424-130119-77 | 202.45s | place plate back into microwave with my left hand.
P05-20240424-130119-78 | 204.07s | Close the microwave door with my left hand.
P05-20240424-130119-79 | 205.54s | Lick spoon so it's clean and to check the temperature.
P05-20240424-130119-80 | 206.88s | Press the start button on the microwave once so I add 30 seconds to the timer.
P05-20240424-130119-81 | 210.54s | turn on cold tap with left hand whilst holding tablespoon with right hand
P05-20240424-130119-82 | 212.38s | rinse spoon under tap
P05-20240424-130119-83 | 217.32s | place spoon on the counter
P05-20240424-130119-84 | 218.55s | open fridge door with right hand
P05-20240424-130119-85 | 224.71s | Pick up jar of aubergine pickle from the back of the third drawer down of the fridge.
P05-20240424-130119-86 | 226.52s | Transfer jar to left hand so I can close the fridge door with my right hand.
P05-20240424-130119-87 | 228.38s | Transfer jar to right hand and put down on the counter.
P05-20240424-130119-88 | 237.98s | Open microwave door by pressing the door release button with my right hand.
P05-20240424-130119-89 | 239.66s | Pick up plate of curry from the microwave with my right hand.
P05-20240424-130119-90 | 241.06s | Close microwave door with my left hand.
P05-20240424-130119-91 | 241.71s | Put plate on counter with the right hand whilst picking up the jar of aubergine pickle with my left hand.
P05-20240424-130119-92 | 243.12s | Unscrew the lid of the aubergine pickle with my right hand.
P05-20240424-130119-93 | 244.22s | Place the lid of aubergine pickle on the counter with my right hand and pick up the tablespoon from the counter with my right hand.
P05-20240424-130119-94 | 245.71s | spoon out aubergine pickle from the jar and add it to the curry.
P05-20240424-130119-95 | 251.29s | Put down a tablespoon on a plate with the right hand.
P05-20240424-130119-96 | 252.60s | pick up lid of aubergine pickle and put it back on the jar.
P05-20240424-130119-97 | 255.32s | open fridge door with right hand
P05-20240424-130119-98 | 256.35s | Place aubergine pickle on the second shelf down of the fridge with my left hand.
P05-20240424-130119-99 | 258.19s | Close fridge door with right hand.
P05-20240424-130119-100 | 259.45s | Turn on cold tap with left hand.
P05-20240424-130119-101 | 260.56s | wash hands under running water
P05-20240424-130119-102 | 261.84s | Use right hand on soap dispenser to get a squirt of soap and wash hands.
P05-20240424-130119-103 | 266.33s | Rinse soap off hands under the running tap.
P05-20240424-130119-104 | 267.29s | turn on tap more because I want to wash the soap off faster.
P05-20240424-130119-105 | 270.64s | turn off tap with left hand
P05-20240424-130119-106 | 271.95s | Shake water off hands into sink.
P05-20240424-130119-107 | 274.00s | pick up empty pint glass from the draining board.
P05-20240424-130119-108 | 276.07s | Turn on the cold tap with my left hand whilst holding the empty pint glass under the running water with my right hand.
P05-20240424-130119-109 | 278.23s | turn off cold tap with left hand because the glass is full
P05-20240424-130119-110 | 279.46s | Drink water from the pint glass.
P05-20240424-130119-111 | 287.04s | Pour out remaining water into the sink with my right hand.
P05-20240424-130119-112 | 288.27s | Place empty pint glass back on the draining board.
P05-20240424-130119-113 | 290.64s | dry hands on the towel on the wall.
P05-20240424-130119-114 | 293.71s | Pick up spoon and put it on the plate properly and pick up plate with my left hand.
