# Video: P08-20240620-180825
# Narrations: 743
# Format: narration_id | timestamp | narration
#===========================================================

P08-20240620-180825-39 | 69.23s | with right hand turn on tap and with left hand hold pot underneath running water to fill
P08-20240620-180825-40 | 71.67s | with right hand reach under kitchen cabinet
P08-20240620-180825-41 | 76.50s | with both hands pick up baking trays and move slightly to the back of the kitchen stove
P08-20240620-180825-42 | 77.61s | With right hand, place top of pot down on kitchen counter.
P08-20240620-180825-43 | 79.15s | with left hand closed kitchen cabinet to put away.
P08-20240620-180825-44 | 80.29s | Wait for water to fill pot.
P08-20240620-180825-45 | 82.82s | with right hand close kitchen tap
P08-20240620-180825-46 | 83.16s | with both hands lift pot with water from kitchen sink and move to stove
P08-20240620-180825-47 | 84.16s | with both hands instead tip water out of pot
P08-20240620-180825-48 | 86.14s | With both hands, put pot down on kitchen stove top.
P08-20240620-180825-49 | 89.06s | with left hand open kitchen cabinet
P08-20240620-180825-50 | 90.01s | With right hand grab rice from kitchen cabinet.
P08-20240620-180825-51 | 93.55s | With right hand, press down on other packaging in Kitchen Cabinet.
P08-20240620-180825-52 | 94.78s | with right hand, close kitchen cabinet.
P08-20240620-180825-53 | 96.15s | with right hands pick up phone
P08-20240620-180825-54 | 98.20s | with fingers of right hand tap on phone keyboard to begin preparing phone to record nutritional values of recipe
P08-20240620-180825-55 | 100.14s | With right hand, move phone and charger over to the center of the kitchen counter.
P08-20240620-180825-56 | 104.15s | with right hand open drawer
P08-20240620-180825-57 | 105.38s | With the right hand, pull out measuring cups from inside drawer.
P08-20240620-180825-58 | 106.95s | With right hand, pick up bag of rice.
P08-20240620-180825-59 | 108.36s | with both hands pick up phone and prepare phone camera
P08-20240620-180825-60 | 110.98s | With both hands, place phone camera towards barcode of rice to begin recording nutritional value of rice.
P08-20240620-180825-61 | 122.45s | With both hands put phone down on kitchen counter.
P08-20240620-180825-62 | 123.09s | With both hands, pick up bag of rice.
P08-20240620-180825-63 | 123.92s | hold bag of rice steady with left hand and with right hand tap on phone keyboard
P08-20240620-180825-64 | 133.76s | With right hand, open kitchen drawer.
P08-20240620-180825-65 | 134.27s | With right hand, pull a bowl out of kitchen drawer and place on kitchen counter.
P08-20240620-180825-66 | 136.10s | place bowl on kitchen scale
P08-20240620-180825-67 | 137.81s | with right hand tap on screen of scale to adjust measurements to zero
P08-20240620-180825-68 | 139.78s | With right hand, open kitchen drawer and pull out scissors.
P08-20240620-180825-69 | 142.28s | With right hand move bag of rice to the back of the kitchen counter to make space.
P08-20240620-180825-70 | 143.03s | with left hand pick up bowl
P08-20240620-180825-71 | 143.75s | place bowl down to the right
P08-20240620-180825-72 | 144.35s | with left hand pick up measuring cup.
P08-20240620-180825-73 | 148.26s | with both hands move kitchen scale slightly to the center of the kitchen counter
P08-20240620-180825-74 | 149.38s | with left hand put small measuring cup on kitchen scale
P08-20240620-180825-75 | 152.17s | With right hand, tap on Scale Screen to adjust measurements to zero.
P08-20240620-180825-76 | 154.05s | With right hand, put scissors down on kitchen counter.
P08-20240620-180825-77 | 155.04s | With both hands, adjust measuring cups on scale.
P08-20240620-180825-78 | 157.98s | With index finger of right hand, tap on scale screen again to zero out.
P08-20240620-180825-79 | 159.04s | with right hand pick up scissors.
P08-20240620-180825-80 | 160.74s | with left hand grab a bag of rice
P08-20240620-180825-81 | 161.04s | Hold bag of rice steady with left hand and with scissors in right hand cut bag open.
P08-20240620-180825-82 | 165.00s | with left hand pick up bag of rice
P08-20240620-180825-83 | 166.35s | with index finger tap on phone to prepare
P08-20240620-180825-84 | 167.20s | with both hands hold bag of rice steady and pour rice into measuring cup on kitchen scale to weigh
P08-20240620-180825-85 | 172.98s | With left hand put the bag of rice back down on the kitchen counter.
P08-20240620-180825-86 | 174.06s | With index finger of right hand, tap on phone screen to update nutritional value of white rice in Phone App.
P08-20240620-180825-87 | 180.29s | With left hands, pick up measuring cup full of rice from kitchen scale.
P08-20240620-180825-88 | 184.35s | with right hand pick up bowl
P08-20240620-180825-89 | 185.37s | With left hand, pour rice from measuring cup into bowl while holding bowl steady with right hand.
P08-20240620-180825-90 | 186.75s | with right hand put bowl with rice down on kitchen counter
P08-20240620-180825-91 | 188.57s | With right hand, adjust measuring cups in hands.
P08-20240620-180825-92 | 188.92s | With right hand, pick up measuring cups that fell into sink while holding another measuring cup in left hand.
P08-20240620-180825-93 | 189.88s | With right hand, place remaining measuring cups to the side of the kitchen sink.
P08-20240620-180825-94 | 190.68s | With right hand, turn on kitchen tap.
P08-20240620-180825-95 | 191.38s | with left hand hold measuring cup under kitchen tap to fill with running water
P08-20240620-180825-96 | 193.20s | with right hand turn off kitchen tap
P08-20240620-180825-97 | 196.19s | With left hand, pour water from measuring cup into pot on stove.
P08-20240620-180825-98 | 197.78s | with left hands put measuring cup in kitchen sink
P08-20240620-180825-99 | 199.97s | with right hand turn on kitchen tap
P08-20240620-180825-100 | 200.70s | with left hand while measuring cup steady under running water to fill.
P08-20240620-180825-101 | 200.77s | with right hand turn off tap
P08-20240620-180825-102 | 202.60s | with left hand pour water into pot to boil
P08-20240620-180825-103 | 204.03s | With left hand put measuring cup down on kitchen counter.
P08-20240620-180825-104 | 205.49s | With left hand pick up rice.
P08-20240620-180825-105 | 206.63s | With right hand, turn on kitchen tap.
P08-20240620-180825-106 | 207.87s | with left hand put rice under running water to clean
P08-20240620-180825-107 | 208.79s | with right hand mix rice in water to clean while holding bowl steady with left hand
P08-20240620-180825-108 | 210.97s | With right hand, turn off kitchen tap.
P08-20240620-180825-109 | 212.22s | With left hand, pour a bowl over sink to drain water from rice.
P08-20240620-180825-110 | 215.23s | with right hand mix rice and water in bowl
P08-20240620-180825-111 | 216.37s | With left hand, pour bowl over to release water from rice.
P08-20240620-180825-112 | 219.24s | With right hand, turn on kitchen tap.
P08-20240620-180825-113 | 220.32s | With left hand, mix bowl with water in rice.
P08-20240620-180825-114 | 221.11s | with right hands mix rice and water in bowl
P08-20240620-180825-115 | 222.47s | With left hand, pour a bowl over to drain water from rice.
P08-20240620-180825-116 | 226.68s | Use right hand to scoop bowl to make sure rice stays in bowl.
P08-20240620-180825-117 | 230.79s | With right hand, turn on kitchen tap.
P08-20240620-180825-118 | 231.55s | With left hand, mix bowl to mix rice with water.
P08-20240620-180825-119 | 232.51s | Hold bowl steady with left hand and with right hand mix rice and water in bowl.
P08-20240620-180825-120 | 240.33s | With left hand, tip bowl over to drain water from rice.
P08-20240620-180825-121 | 241.00s | use right hand to cup rice so that it stays in the bowl
P08-20240620-180825-122 | 246.45s | With right hand, grab tea towel to dry both hands.
P08-20240620-180825-123 | 253.54s | With right hand grab Tupperware with vegetables.
P08-20240620-180825-124 | 256.13s | With left hand put Tupperware with vegetables down to the side of the kitchen counter.
P08-20240620-180825-125 | 256.66s | with right hand grab frozen broccoli
P08-20240620-180825-126 | 257.85s | With left hands, move bowl with rice slightly to the left.
P08-20240620-180825-127 | 260.20s | With both hands, adjust placement of pots on kitchen stove.
P08-20240620-180825-128 | 260.85s | with right hand turn on stove by turning the knob
P08-20240620-180825-129 | 261.55s | With left hand pick up measuring cup.
P08-20240620-180825-130 | 264.90s | With right hand move bowl with rice slightly to the right.
P08-20240620-180825-131 | 266.87s | With left hand, put measuring cup back down on kitchen counter.
P08-20240620-180825-132 | 267.54s | With right hands, pick up salt shaker from back of kitchen counter.
P08-20240620-180825-133 | 268.26s | with left hand hold salt shaker steady and with right hand twist shaker to release salt into boiling water
P08-20240620-180825-134 | 270.73s | With right hand, put salt shaker back down in kitchen counter.
P08-20240620-180825-135 | 271.46s | With right hand, grab a pinch of oregano from back of kitchen counter.
P08-20240620-180825-136 | 271.96s | Change mind and instead grab pepper shaker from back of kitchen counter.
P08-20240620-180825-137 | 272.70s | Change mind again and put pepper shaker down on kitchen counter.
P08-20240620-180825-138 | 273.88s | With right hand grab garlic seasoning from back of kitchen counter.
P08-20240620-180825-141 | 276.00s | With left hands put cap of garlic seasoning back on.
P08-20240620-180825-139 | 276.19s | with left hand twist off cap of garlic seasoning.
P08-20240620-180825-140 | 277.54s | with right hand shake jar of seasoning to release garlic into boiling water
P08-20240620-180825-142 | 280.55s | With right hand, put jar of seasoning to the back of the kitchen counter.
P08-20240620-180825-143 | 281.80s | with right hands pick up top of pot and place on pot on stove
P08-20240620-180825-144 | 283.50s | With both hands pick up baking trays from the back of the kitchen counter
P08-20240620-180825-145 | 285.60s | with right hand tap phone screen to turn on
P08-20240620-180825-146 | 288.32s | With left hand, grab bag of rice.
P08-20240620-180825-147 | 289.55s | With both hands, fold bag of rice and place the back of the kitchen counter to save space.
P08-20240620-180825-148 | 290.40s | With right hands, pick up bag of frozen broccoli.
P08-20240620-180825-149 | 290.85s | put bag of broccoli back down on kitchen counter
P08-20240620-180825-150 | 293.40s | With right hand reach into bag of broccoli and grab out broccoli pieces.
P08-20240620-180825-151 | 295.34s | Hold broccoli piece in right hand and with left hand press on scale screen to zero out measurements.
P08-20240620-180825-152 | 297.13s | With both hands, pull scale slightly forward while holding broccoli piece in right hand.
P08-20240620-180825-153 | 297.88s | With index finger of left hand, tap on scale screen again to zero out.
P08-20240620-180825-154 | 302.55s | With right hand, put piece of broccoli on kitchen scale.
P08-20240620-180825-155 | 303.30s | With right hand, grab more pieces of broccoli from the bag and place on the scale to weigh.
P08-20240620-180825-156 | 309.64s | with right hand pick up phone.
P08-20240620-180825-157 | 310.90s | With thumb of right hand, tap on phone screen to begin recording nutritional measurements of broccoli in phone app.
P08-20240620-180825-158 | 312.12s | With thumb of right hand, tap on phone screen to begin recording nutritional measurements of broccoli in phone app.
P08-20240620-180825-159 | 320.95s | With right hands, reach into a bag of broccoli and grab another piece and place on kitchen scale.
P08-20240620-180825-160 | 323.24s | With right hand, continue to tap on phone screen to record nutritional values of broccoli.
P08-20240620-180825-161 | 327.27s | with left hand put phone down on kitchen counter
P08-20240620-180825-162 | 328.02s | With right hands pull out tray from air fryer.
P08-20240620-180825-163 | 328.98s | With both hands, pick up pieces of broccoli and move from kitchen scale and place in air fryer to begin cooking.
P08-20240620-180825-164 | 333.52s | With left hand, hold air fryer steady and with right hand, put tray into air fryer to begin cooking broccoli.
P08-20240620-180825-165 | 334.53s | With right hand, turn dial of air fryer to begin cooking.
P08-20240620-180825-166 | 335.22s | With right hand, tap on phone screen.
P08-20240620-180825-167 | 336.12s | With both hands, move phone slightly to the center of the kitchen counter for better vision.
P08-20240620-180825-168 | 339.29s | with left hand pick up bag of broccoli.
P08-20240620-180825-169 | 341.28s | with left hand open freezer door
P08-20240620-180825-170 | 341.95s | With right hand, open freezer door.
P08-20240620-180825-171 | 343.00s | with right hand open drawer of freezer
P08-20240620-180825-172 | 345.41s | Place broccoli inside drawer.
P08-20240620-180825-173 | 346.56s | Close freezer drawer.
P08-20240620-180825-174 | 349.30s | With both hands, pick up kitchen scale and wipe clean with kitchen towel.
P08-20240620-180825-175 | 352.05s | plate scale back down on kitchen counter
P08-20240620-180825-176 | 353.40s | with right hand tap on phone screen to update nutritional value of recipe
P08-20240620-180825-177 | 364.36s | with right hand pick up ziplock bag with chicken
P08-20240620-180825-178 | 365.55s | With both hands, spread chicken apart in bag.
P08-20240620-180825-179 | 368.70s | Place Ziplock bag with chicken on kitchen scale to weigh.
P08-20240620-180825-180 | 371.31s | With right hand, tap Phone Keyboard to begin updating nutritional value of chicken thighs in Phone App.
P08-20240620-180825-181 | 376.20s | With right hand, move phone slightly to the right.
P08-20240620-180825-182 | 378.31s | with right hand open kitchen cabinet
P08-20240620-180825-183 | 379.80s | With right hand, grab packaging of tinfoil from Kitchen Cabinet.
P08-20240620-180825-184 | 382.01s | with left hand hold packaging of kitchen foil steady and with right hand pull out piece of foil
P08-20240620-180825-185 | 386.47s | Hold, package steady, and with right hand rip down piece of foil.
P08-20240620-180825-186 | 387.31s | With left hand put packaging of foil back in kitchen cabinet.
P08-20240620-180825-187 | 389.12s | with right hand close kitchen cabinet.
P08-20240620-180825-188 | 390.53s | With both hands, fold foil to make sure the size fits of the baking tray.
P08-20240620-180825-189 | 393.76s | With both hands, press foil down into baking tray.
P08-20240620-180825-190 | 395.65s | With left hand, open Ziplock bag.
P08-20240620-180825-191 | 396.74s | With right hand reach into ziplock bag and pull out pieces of chicken
P08-20240620-180825-192 | 399.45s | With right hands place piece of chicken in baking tray.
P08-20240620-180825-193 | 402.35s | With right hands reach into Ziplock bag and pick out second piece of chicken.
P08-20240620-180825-194 | 405.29s | With both hands, place piece of chicken in baking tray.
P08-20240620-180825-195 | 411.24s | with right hands pull off pot of boiling water
P08-20240620-180825-196 | 412.06s | With left hands, pour rice from bowl into boiling water.
P08-20240620-180825-197 | 413.86s | With right hand, put down top of pot on side of kitchen counter.
P08-20240620-180825-198 | 416.12s | with right hand open kitchen drawer
P08-20240620-180825-199 | 417.33s | with right hand grab spoon from inside kitchen drawer
P08-20240620-180825-200 | 418.13s | with left hand hold bowl steady over boiling water and with spoon in right hand move rice from bowl into water
P08-20240620-180825-201 | 424.45s | With spoon and right hand, mix rice in boiling water.
P08-20240620-180825-202 | 427.40s | With left hand put bowl back down on kitchen counter.
P08-20240620-180825-203 | 428.92s | with right hand put spoon in bowl
P08-20240620-180825-204 | 431.89s | with right hand pick up top of pot and place on pot on kitchen stove
P08-20240620-180825-205 | 433.81s | with right hand turn stove dial to adjust temperature
P08-20240620-180825-206 | 434.89s | With left hand, make sure the top is put on pot by pressing down.
P08-20240620-180825-207 | 437.21s | With right hand, reach the back of the kitchen counter and grab oil spray.
P08-20240620-180825-208 | 437.82s | With left hand, pull off cap of oil spray bottle.
P08-20240620-180825-209 | 438.54s | With right hand press down on oil spray bottle to spray chicken thigh with oil.
P08-20240620-180825-210 | 442.65s | with left hand put cap back on bottle
P08-20240620-180825-211 | 443.48s | With right hand, put bottle to the back of the kitchen counter.
P08-20240620-180825-212 | 444.24s | with right hand pick up salt shaker.
P08-20240620-180825-213 | 444.90s | with left hand hold salt shaker steady and with right hand twist shaker to release salt onto chicken
P08-20240620-180825-214 | 447.22s | With right hand, put salt shaker back of kitchen counter.
P08-20240620-180825-215 | 447.79s | with right hand pick up pepper shaker.
P08-20240620-180825-216 | 448.36s | With left hand hold pepper shaker steady and with right hand twist shaker to release pepper onto chicken
P08-20240620-180825-217 | 453.28s | With right hand, place piece of chicken back into plastic bag on kitchen counter.
P08-20240620-180825-218 | 457.71s | with right hand pick up pepper shaker.
P08-20240620-180825-219 | 458.35s | With left hand hold pepper shaker steady and with right hand twist bottle to release pepper onto chicken.
P08-20240620-180825-220 | 461.20s | With right hands, pull off top of pepper shaker.
P08-20240620-180825-221 | 462.36s | hold pepper shaker steady and with left hand twist off top
P08-20240620-180825-222 | 464.40s | With right hand, put top back on pepper shaker.
P08-20240620-180825-223 | 468.94s | Hold top of pepper shaker steady with left hands and with right hand twist bottle.
P08-20240620-180825-224 | 469.92s | Realize that something isn't working with the pepper shaker, so try to take off the top again with right hand.
P08-20240620-180825-225 | 472.94s | Twist pepper shaker again to try release more pepper onto chicken.
P08-20240620-180825-226 | 476.60s | With left hand take off top of pepper shaker again to check why it isn't working.
P08-20240620-180825-227 | 480.94s | Hold top of pepper shaker steady with left hand and with right hand tap to see why it isn't working.
P08-20240620-180825-228 | 485.93s | With right hand hold bottom of pepper shaker steady and with left hand put top back on.
P08-20240620-180825-229 | 488.42s | Hold steady with left hand and with right hand twist pepper shaker to release pepper onto chicken.
P08-20240620-180825-230 | 499.04s | With right hands put pepper shaker down on kitchen counter.
P08-20240620-180825-231 | 500.42s | With right hands, pinch oregano.
P08-20240620-180825-232 | 501.30s | Season chicken with oregano.
P08-20240620-180825-233 | 502.95s | Pinch more oregano with right hand to season chicken with.
P08-20240620-180825-234 | 505.95s | Pinch more oregano with right hand to season chicken with.
P08-20240620-180825-236 | 510.00s | With left hand, twist off cap of seasoning bottle.
P08-20240620-180825-235 | 510.55s | with right hand grab seasoning from the back of the kitchen counter
P08-20240620-180825-237 | 513.05s | with right hand turn knob of stove to adjust temperature
P08-20240620-180825-238 | 513.71s | with right hand sprinkle seasoning over chicken.
P08-20240620-180825-239 | 518.45s | With left hands put top of seasoning back on
P08-20240620-180825-240 | 520.49s | With right hand put bottle of seasoning down on kitchen counter.
P08-20240620-180825-241 | 521.73s | With right hand, grab brush from inside drawer.
P08-20240620-180825-242 | 523.64s | with right hand use brush to spread seasoning all over chicken
P08-20240620-180825-243 | 527.42s | With right hand, use brush to spread seasoning all over chicken.
P08-20240620-180825-244 | 531.77s | With right hand, put brush down on kitchen counter and with left hand, pick up baking tray to put in oven.
P08-20240620-180825-245 | 533.69s | with left hand open oven door
P08-20240620-180825-246 | 534.89s | With right hands put baking tray with chicken inside oven to begin cooking.
P08-20240620-180825-247 | 536.74s | With right hands, close oven door.
P08-20240620-180825-248 | 538.74s | with left hand pick up top of pot and with right hand grab spoon
P08-20240620-180825-249 | 540.26s | Hold top of pot off pan with left hand and with spoon and right hand mix rice in boiling water.
P08-20240620-180825-250 | 547.06s | With right hands, adjust temperature of stove by turning knob down.
P08-20240620-180825-251 | 548.83s | Place spoon back in bowl.
P08-20240620-180825-252 | 551.18s | with left hand put top of pot back on pot
P08-20240620-180825-253 | 552.65s | with left hand pick up ziplock bag.
P08-20240620-180825-254 | 554.96s | With right hand, open trash can and throw out Ziplock bag.
P08-20240620-180825-255 | 558.10s | With both hands, pick up kitchen scale.
P08-20240620-180825-256 | 559.45s | place kitchen scale down to the side of the kitchen sink
P08-20240620-180825-257 | 561.00s | With right hand, move phone slightly to the center.
P08-20240620-180825-258 | 562.10s | With right hand tap on phone screen.
P08-20240620-180825-259 | 566.19s | With index finger of right hand, tap on phone keyboard to record nutritional value of seasoning in phone app.
P08-20240620-180825-260 | 580.13s | with right hand move on slightly to the right
P08-20240620-180825-261 | 580.95s | with left and right hand pick up plate and bowl from kitchen counter to put away
P08-20240620-180825-262 | 583.10s | With both hands, place cutlery in kitchen sink to clean.
P08-20240620-180825-263 | 584.48s | With right hand, grab cutting board and place down on kitchen counter.
P08-20240620-180825-264 | 586.35s | with right hand slide scissors slightly to the right to make space for cutting board
P08-20240620-180825-265 | 587.58s | With right hand, pick up bag of rice.
P08-20240620-180825-266 | 588.88s | With both hands, fold top of rice to try and close bag.
P08-20240620-180825-267 | 594.70s | with right hand open kitchen drawer
P08-20240620-180825-268 | 595.13s | with both hands use plastic staple to close rice bag
P08-20240620-180825-269 | 601.17s | With left hand open kitchen cabinet and with right hands put bag of rice away in kitchen cabinet.
P08-20240620-180825-270 | 603.83s | With right hand, move phone slightly to the right to make space.
P08-20240620-180825-271 | 605.28s | With left hand pick up measuring cup
P08-20240620-180825-272 | 606.09s | put measuring cup in sink to dry
P08-20240620-180825-273 | 607.43s | With right hand, grab spoon holder from drying rack.
P08-20240620-180825-274 | 608.19s | Place plate down on kitchen counter.
P08-20240620-180825-275 | 610.70s | With right hand, pick up brush and place on plate.
P08-20240620-180825-276 | 611.48s | With left hand, grab spoon from kitchen sink and bring over to the kitchen stove.
P08-20240620-180825-277 | 615.01s | With right hand put top of pepper shaker on.
P08-20240620-180825-278 | 616.46s | and place pepper shaker to the back of the kitchen counter.
P08-20240620-180825-279 | 618.00s | with right hand pick up spoon and with left hand take off top of pot
P08-20240620-180825-280 | 620.27s | With spoon and right hand, mix rice and boiling water.
P08-20240620-180825-281 | 624.77s | put spoon down with right hand and with left hand put top back on top
P08-20240620-180825-282 | 626.64s | With right hand, pull out tray from air fryer.
P08-20240620-180825-283 | 627.14s | With right hand shake vegetables in air fryer tray.
P08-20240620-180825-284 | 628.63s | With right hand turn knob of air fryer to adjust temperature.
P08-20240620-180825-285 | 630.35s | With right hand, grab salt from the back of the kitchen counter.
P08-20240620-180825-286 | 631.53s | Hold Salt Shaker steady with left hand and with right hand twist bottle to release and season salt.
P08-20240620-180825-287 | 633.77s | with right hand put salt shaker back down on kitchen counter
P08-20240620-180825-288 | 634.94s | with right hands pinch some oregano
P08-20240620-180825-289 | 636.86s | Sprinkle oregano over broccoli and air fryer to season.
P08-20240620-180825-290 | 638.79s | With right hand, pick up tray and shake it to make sure that the seasoning is evenly coating the broccoli.
P08-20240620-180825-291 | 642.35s | With left hand, hold air fryer steady and with right hand push tray back in to continue cooking broccoli.
P08-20240620-180825-292 | 645.17s | With left hand grab small bowl from drying rack.
P08-20240620-180825-293 | 645.77s | Place bowl down on kitchen counter.
P08-20240620-180825-294 | 646.63s | With left hand grab bag of spinach.
P08-20240620-180825-295 | 647.31s | Hold bag of spinach steady with left hand and with right hand grab a bunch of spinach and add to bowl
P08-20240620-180825-296 | 648.19s | Change mind and instead put bag of spinach back down on kitchen counter.
P08-20240620-180825-297 | 650.79s | with left hand grab kitchen scale
P08-20240620-180825-298 | 652.33s | With right hand, move cutting board with bowls slightly to the right to make space to put kitchen scale down.
P08-20240620-180825-299 | 653.57s | put kitchen scale down on kitchen counter with both hands
P08-20240620-180825-300 | 654.48s | With right hand, reach into bag of spinach and grab a bunch.
P08-20240620-180825-301 | 656.50s | Place spinach down on kitchen scale to weigh.
P08-20240620-180825-302 | 663.80s | with right hand type on phone screen
P08-20240620-180825-303 | 665.04s | Pick up phone with right hand.
P08-20240620-180825-304 | 666.04s | With right hand, put phone charger to the left of the kitchen sink to make space.
P08-20240620-180825-305 | 667.51s | Hold phone in left hand and with right hand tap on phone keyboard to update nutritional value of spinach in the App.
P08-20240620-180825-306 | 673.32s | with right hand put phone back down on kitchen counter
P08-20240620-180825-307 | 677.54s | with both hands scoop up spinach and move from kitchen scale over to small salad bowl
P08-20240620-180825-308 | 679.36s | with right hand open drawer
P08-20240620-180825-309 | 682.45s | With right hands, pick up scissors from inside drawer.
P08-20240620-180825-310 | 683.75s | With left hand, hold small salad bowl steady and with scissors in right hand, cut spinach in bowl.
P08-20240620-180825-311 | 694.05s | With left hand, hold small salad bowl steady and with scissors in right hand, cut spinach in bowl.
P08-20240620-180825-312 | 700.52s | with left hand hold small salad bowl steady and with scissors in right hand cut spinach in bowl
P08-20240620-180825-313 | 706.96s | Put bowl and scissors back down on kitchen counter.
P08-20240620-180825-314 | 707.65s | with left hand pick up scrap of spinach from kitchen counter and put in salad bowl
P08-20240620-180825-315 | 708.47s | with right hand pick up salad bowl
P08-20240620-180825-316 | 709.14s | Place salad bowl to the right of the kitchen counter to make space for other recipe ingredients.
P08-20240620-180825-317 | 710.76s | With right hands, pull out tray from air fryer to check on broccoli.
P08-20240620-180825-318 | 712.44s | Place air fryer back in tray.
P08-20240620-180825-319 | 713.30s | and with right hand adjust knob of air fryer to change temperature.
P08-20240620-180825-320 | 714.99s | with right hand move scissors off cutting board
P08-20240620-180825-321 | 715.68s | with left hand pick up kitchen scale to make space.
P08-20240620-180825-322 | 716.79s | With right hand, move knife holder and with left hand, put kitchen scales to the back of the kitchen counter.
P08-20240620-180825-323 | 718.58s | With left hand, pick up bag of spinach.
P08-20240620-180825-324 | 719.44s | Place bag of spinach the side of the kitchen sink to make space on kitchen counter.
P08-20240620-180825-325 | 722.30s | With left hand grab knife from drying rack.
P08-20240620-180825-326 | 723.33s | With left hands, hold pepper steady and with knife in right hands cut pepper into smaller pieces.
P08-20240620-180825-327 | 727.11s | with both hands pull pepper pieces aside
P08-20240620-180825-328 | 728.85s | Realize that I haven't cut enough, so hold pepper steady with left hand and continue to cut pepper pieces with knife in right hand.
P08-20240620-180825-329 | 732.42s | with both hands pull pepper pieces apart
P08-20240620-180825-330 | 733.70s | With left hand put slice of pepper on kitchen scale.
P08-20240620-180825-331 | 735.02s | With right hands, pick up phone to record nutritional value of pepper in Phone App.
P08-20240620-180825-332 | 738.87s | Put phone down and instead check on rice.
P08-20240620-180825-333 | 739.68s | with right hand take off top of pot
P08-20240620-180825-334 | 739.86s | Place pot top down on stove.
P08-20240620-180825-335 | 741.86s | With right hand grab spoon
P08-20240620-180825-336 | 744.30s | with spoon and right hand mix rice in boiling water
P08-20240620-180825-337 | 746.26s | Place spoon back down on kitchen counter.
P08-20240620-180825-338 | 746.80s | with both hands place top back on pot
P08-20240620-180825-339 | 749.79s | with both hands move pepper slightly to the right
P08-20240620-180825-340 | 751.24s | Pick up phone with right hands.
P08-20240620-180825-341 | 752.67s | Hold phone steady in left hand and with thumb of right hand update nutritional value of pepper and phone app.
P08-20240620-180825-342 | 761.10s | Hold phone steady in left hand and with thumb of right hand update nutritional value of pepper and phone app.
P08-20240620-180825-343 | 771.09s | with right hand put phone back down on kitchen counter and with left hand pick up pepper from kitchen scale
P08-20240620-180825-344 | 772.28s | With left hand pinch pepper to hold steady on kitchen counter and with knife in right hand slice pepper into smaller pieces.
