# Video: P01-20240202-195538
# Narrations: 314
# Format: narration_id | timestamp | narration
#===========================================================

P01-20240202-195538-91 | 152.29s | Open the trash bin.
P01-20240202-195538-92 | 152.73s | Throw the empty container into the trash bin using the right hand.
P01-20240202-195538-93 | 153.31s | Close the trash bin, this action occurs off screen.
P01-20240202-195538-94 | 155.23s | Pick up the bowl filled with soup from the countertop using the left hand.
P01-20240202-195538-95 | 156.33s | Move the bowl from the left hand to the right hand.
P01-20240202-195538-96 | 157.73s | Open the door of the microwave using the left hand by holding the handle of the door and pulling it outwards.
P01-20240202-195538-97 | 158.98s | Place the bowl with soup inside the microwave using the right hand.
P01-20240202-195538-98 | 160.30s | Close the door of the microwave by holding the handle and pushing it back.
P01-20240202-195538-99 | 161.43s | Turn on the microwave by holding the dial, the second dial, and rotating it clockwise. You can see the light of the microwave come on and the sound indicating it has been turned on.
P01-20240202-195538-100 | 165.63s | Pick up the mug with the remaining tea from the countertop, holding the handle with the right hand and the mug with the left hand.
P01-20240202-195538-101 | 166.63s | Drink tea from the mug.
P01-20240202-195538-102 | 173.11s | Put down the mug on the countertop.
P01-20240202-195538-103 | 174.72s | Hold the right glove with the left hand and slide the right hand into the right glove to wear it. Pulling with the left hand.
P01-20240202-195538-104 | 177.35s | Hold the left glove with the right hand and slide the left hand into the left glove to wear it.
P01-20240202-195538-105 | 179.84s | Pick up the spatula from the pan inside the sink and pass it to the left hand.
P01-20240202-195538-106 | 180.91s | pick up the sponge using the right hand.
P01-20240202-195538-107 | 181.52s | Pass the sponge to the left hand. So the left hand is now holding both the spatula and the left sponge.
P01-20240202-195538-108 | 182.08s | Pick up the washing liquid bottle using the right hand from next to the tap.
P01-20240202-195538-109 | 182.58s | Position the washing up liquid upside down on top of the sponge to pour some liquid out of it.
P01-20240202-195538-110 | 183.35s | Pour washing up liquid from the washing up bottle onto the sponge. The right hand is holding the washing up liquid upside down, the left hand is holding the sponge.
P01-20240202-195538-111 | 184.24s | Put down the washing up liquid bottle.
P01-20240202-195538-112 | 184.81s | Pass the sponge from the left hand to right hand.
P01-20240202-195538-113 | 185.34s | Lather the spatula, holding the spatula in the left hand and moving the sponge around the spatula surface using the right hand. scrubbing it.
P01-20240202-195538-114 | 193.52s | Put a spatula on the drainer.
P01-20240202-195538-115 | 193.90s | then change my mind and pick it from the trainer having realized I have not rest it.
P01-20240202-195538-116 | 194.68s | Position the spatula under the tap's nozzle.
P01-20240202-195538-117 | 194.83s | Open the tap using the right-hand handle.
P01-20240202-195538-118 | 195.22s | Rinse the spatula.
P01-20240202-195538-119 | 196.56s | Close the tap.
P01-20240202-195538-120 | 197.47s | Put the spatula on the drainer.
P01-20240202-195538-121 | 199.02s | Pick up the soaking pan from the sink using the left hand holding it from its handle.
P01-20240202-195538-122 | 199.39s | pour the water that was soaking the pan into the sink by turning the pan.
P01-20240202-195538-123 | 201.41s | Open the tap.
P01-20240202-195538-124 | 201.72s | Rinse the pan.
P01-20240202-195538-125 | 202.97s | Lather the pan, holding the pan with the left hand and moving the sponge that's in the right hand around the inside surface of the pan to clean it.
P01-20240202-195538-126 | 206.67s | Put down the sponge.
P01-20240202-195538-127 | 207.25s | Open the tap.
P01-20240202-195538-128 | 207.65s | rinse the pan, holding the pan with the left hand and under the running water, move the right hand around the inside surface of the pan to rinse it.
P01-20240202-195538-129 | 211.22s | Close the tap.
P01-20240202-195538-130 | 211.41s | Flip the pan upside down to empty any liquid from it.
P01-20240202-195538-131 | 213.77s | Open the door of the dishwasher using the left hand wearing the glove pulling it outwards.
P01-20240202-195538-132 | 216.10s | Pull the lower drawer of the dishwasher using the right hand, opening it.
P01-20240202-195538-133 | 216.95s | Place the pan on the bottom drawer of the dishwasher using the right hand, placing it upside down.
P01-20240202-195538-134 | 218.00s | Partly close the dishwasher's lower drawer by pushing it slightly.
P01-20240202-195538-135 | 219.59s | pick up the fork that is inside the soaking plate in the sink using the right hand, holding it from its handle.
P01-20240202-195538-136 | 220.20s | Shake the fork once on top of the sink.
P01-20240202-195538-137 | 220.38s | pick up the plate soaking from the sink and turn it to drain the water from inside it, using the left hand.
P01-20240202-195538-138 | 222.39s | Open the tap.
P01-20240202-195538-139 | 222.73s | Rinse the plate while still holding the fork in the right hand. This results in some collision between the fork and the plate during rinsing the plate.
P01-20240202-195538-140 | 224.27s | Close the tap.
P01-20240202-195538-141 | 225.10s | Shake both the fork and the plate on top of the sink to remove excess liquid.
P01-20240202-195538-142 | 226.90s | Open the top cutlery drawer of the dishwasher using the right hand.
P01-20240202-195538-143 | 228.45s | while attempting to place the fork in the drawer, the fork gets stuck on one of the meshes of the drawer and falls off the hand, causing some sound, into the cutlery tray.
P01-20240202-195538-144 | 229.40s | Pick up the falling fork on the cutlery tray.
P01-20240202-195538-145 | 230.05s | Place the fork correctly in its position on the cutlery tray using the right hand.
P01-20240202-195538-146 | 231.05s | Close the cutlery drawer using the right hand by pushing it back in place.
P01-20240202-195538-147 | 232.12s | Open the second drawer of the dishwasher using the right hand.
P01-20240202-195538-148 | 234.14s | Lift a pan that is inside the drawer to free additional space using the left hand.
P01-20240202-195538-149 | 234.17s | slide the plate in the right hand into the second drawer of the dishwasher.
P01-20240202-195538-150 | 239.55s | Pick up another soaking bowl from the sink using the right hand.
P01-20240202-195538-151 | 239.71s | Turn the bowl to empty it from the soaking water.
P01-20240202-195538-152 | 241.01s | Position the bowl under the tap's nozzle.
P01-20240202-195538-153 | 241.48s | Open the tap.
P01-20240202-195538-154 | 241.89s | Rinse the plate.
P01-20240202-195538-155 | 242.70s | Close the tap.
P01-20240202-195538-156 | 243.48s | Shake the plate once on top of the sink to remove excess liquid, holding it using both hands.
P01-20240202-195538-157 | 245.33s | Place the bowl on the shelf of the dishwasher, the second shelf, sliding it under a plastic container to fit in place, holding that plastic container with the left hand.
P01-20240202-195538-158 | 247.60s | Close the second shelf of the dishwasher using the left hand by pushing it.
P01-20240202-195538-159 | 250.26s | Close fully the lower shelf of the dishwasher using the left hand by pushing it.
P01-20240202-195538-160 | 251.54s | Close the dishwasher by pulling its door up using the left hand.
P01-20240202-195538-161 | 253.43s | Collect the trash that has fallen into the sink by sliding it using the hand with the glove towards the sink hole.
P01-20240202-195538-162 | 265.40s | Pick up the sink hole cover that contains the collected trash.
P01-20240202-195538-163 | 267.31s | Open the lid of the food waste bin.
P01-20240202-195538-164 | 267.96s | clean the sink hole cover by brushing the trash off it using the right hand.
P01-20240202-195538-165 | 272.71s | Close the food waste bin lid.
P01-20240202-195538-166 | 273.21s | Position the sink hole cover under the tap nozzle to rinse it.
P01-20240202-195538-167 | 273.82s | Open the left handle of the tap to get hot water to clean the sink hole cover.
P01-20240202-195538-168 | 274.42s | Rinse the sink hole cover on both sides.
P01-20240202-195538-169 | 278.66s | Put down the sink hole cover on the sink hole to cover it.
P01-20240202-195538-171 | 280.21s | Move the tap's nozzle around the sink to rinse it.
P01-20240202-195538-170 | 280.28s | Hold the nozzle of the tap to spray water around the sink to clean it.
P01-20240202-195538-172 | 286.75s | return the tap nozzle locking it to its holder.
P01-20240202-195538-173 | 288.02s | Turn off the tap.
P01-20240202-195538-174 | 288.86s | Remove the left glove.
P01-20240202-195538-175 | 290.17s | Remove the right glove.
P01-20240202-195538-176 | 292.50s | Pick up the thermal flask cover from the countertop using the right hand.
P01-20240202-195538-177 | 293.51s | place the thermal flask cover to the right of the sink.
P01-20240202-195538-178 | 294.94s | Pick up a glass with a spoon inside it from the countertop.
P01-20240202-195538-179 | 295.82s | Place the glass with the spoon inside it, inside the sink.
P01-20240202-195538-180 | 298.49s | pick up the mug with a little bit of remaining tea from the countertop, holding it from its handle with the right hand.
P01-20240202-195538-181 | 298.73s | Hold the mug with both hands and drink the remaining tea.
P01-20240202-195538-182 | 308.62s | Position the empty mug under the nozzle of the tap to rinse it.
P01-20240202-195538-183 | 310.47s | Open the tap using the right handle to get cold water.
P01-20240202-195538-184 | 311.09s | Rinse the mug.
P01-20240202-195538-185 | 311.39s | Close the tap.
P01-20240202-195538-186 | 313.85s | Open the dishwasher's door using the left hand by pulling it downwards.
P01-20240202-195538-187 | 315.71s | Accidentally hit the power button of the dishwasher.
P01-20240202-195538-188 | 315.94s | open the second drawer of the dishwasher using the right hand by pulling it outwards.
P01-20240202-195538-189 | 318.22s | Turn off the dishwasher by pressing the power button as it was accidentally turned on.
P01-20240202-195538-190 | 320.25s | Hold some plates using the left hand so as to slide the mug into the shelf using the right hand in the remaining slot. The shelf is mostly full.
P01-20240202-195538-191 | 322.64s | Close the drawer using the left hand by pushing it inwards.
P01-20240202-195538-192 | 323.82s | Close the dishwasher's door.
P01-20240202-195538-193 | 324.75s | Pick up a spoon that is on top of the lid on the countertop using the left hand.
P01-20240202-195538-194 | 325.10s | Pick up the lid using the right hand.
P01-20240202-195538-195 | 328.23s | Pass the spoon from the left hand to the right hand.
P01-20240202-195538-196 | 328.36s | Put down the lid on the countertop.
P01-20240202-195538-197 | 328.71s | Put the spoon down on the lid.
P01-20240202-195538-198 | 328.90s | Move the mesh containing oranges to the left of the countertop.
P01-20240202-195538-199 | 330.00s | Open the door of the microwave by holding the handle and pulling it out, which causes it to switch off.
P01-20240202-195538-200 | 331.20s | pick up the bowl containing hot soup from the microwave using both hands holding it from its rim as it's really hot
P01-20240202-195538-201 | 335.33s | Put down the board on the countertop.
P01-20240202-195538-202 | 335.93s | Pick up the spoon that is on top of the lid to the right of the bowl.
P01-20240202-195538-203 | 336.79s | Stir the soup using the spoon.
P01-20240202-195538-204 | 344.74s | Hit the spoon on the side of the bowl several times to remove excess liquid.
P01-20240202-195538-205 | 346.34s | Put down the spoon on the lid on the countertop.
P01-20240202-195538-206 | 347.30s | Pick up the bowl using both hands holding it from its rim.
P01-20240202-195538-207 | 347.92s | Put down the bowl again into the microwave as it's not yet ready, using both hands.
P01-20240202-195538-208 | 349.93s | Close the door of the microwave by holding its handle and pushing it back in place. Once closed, the microwave automatically turns on.
P01-20240202-195538-209 | 353.20s | Open the top cupboard using the left hand holding it from its handle.
P01-20240202-195538-210 | 354.98s | Pick up another bowl from a pile of two bowls from the second shelf of the cupboard.
P01-20240202-195538-211 | 356.59s | Close the cupboard.
P01-20240202-195538-212 | 358.79s | put down the bowl on the countertop in front of the microwave. This is a cold bowl to which the soup will be transferred once ready to be eaten.
P01-20240202-195538-213 | 363.27s | move the notebook and the pen on the countertop from the right to the left. The notebook is being moved with the left hand and the pen with the right hand.
P01-20240202-195538-214 | 365.42s | Pick up the water filter jar holding it from its handle, from the countertop.
P01-20240202-195538-215 | 366.90s | Open the lid of the filter jar using the left hand. This action is off screen.
P01-20240202-195538-216 | 367.76s | Position the water filter jug under the nozzle of the tap to fill it with water.
P01-20240202-195538-217 | 368.14s | Open the tap.
P01-20240202-195538-218 | 368.95s | Fill the water filter jug with water from the tap. The water is open to maximum.
P01-20240202-195538-219 | 379.22s | Turn off the tap.
P01-20240202-195538-220 | 380.13s | Close the lid of the water filter jug by releasing its holder using the thumb of the left hand.
P01-20240202-195538-221 | 381.63s | Put down the water filter jug on the countertop using the left hand. It has now been filled with water and water will be filtered slowly.
P01-20240202-195538-222 | 383.26s | Hold the right glove using the left hand to wear it.
P01-20240202-195538-223 | 383.40s | Slide the right hand into the right glove and pull using the left hand to wear it.
P01-20240202-195538-224 | 385.63s | Hold the left glove using the right hand.
P01-20240202-195538-225 | 385.75s | slide the left hand into the left glove and pulling it with the right hand to wear it.
P01-20240202-195538-226 | 387.60s | Pick up the washing up liquid bottle using the right hand.
P01-20240202-195538-227 | 388.95s | Put down the washing up liquid bottle.
P01-20240202-195538-228 | 389.17s | Pick up the sponge using the left hand.
P01-20240202-195538-229 | 390.38s | Put down the sponge.
P01-20240202-195538-230 | 391.24s | pick up the other sponge.
P01-20240202-195538-231 | 391.67s | Pick up the grey draining tray surrounding the tap from the countertop.
P01-20240202-195538-232 | 392.32s | Put down one end of the tray in the sink and keep holding the other end using the left hand.
P01-20240202-195538-233 | 392.64s | scrub the draining tray using the sponge. The left hand is holding one end of the tray and the right hand is holding the sponge.
P01-20240202-195538-234 | 395.92s | Open the tap.
P01-20240202-195538-235 | 396.49s | Rinse the draining tray.
P01-20240202-195538-236 | 397.10s | Close the cold water handle of the tap.
P01-20240202-195538-237 | 397.55s | open the hot water handle of the tap to rinse it more thoroughly
P01-20240202-195538-238 | 400.70s | Hold the other end of the draining tray, which was inside the sink using the right hand and rinse it.
P01-20240202-195538-239 | 405.53s | release the end of the draining tray.
P01-20240202-195538-240 | 406.14s | Continue scrubbing the draining tray, holding it with the left hand and scrubbing with the sponge in the right hand while water is also flowing.
P01-20240202-195538-241 | 409.78s | Hold the other end of the draining tray with the left hand and scrub it with the right hand holding the sponge.
P01-20240202-195538-242 | 416.05s | Turn off the tap.
P01-20240202-195538-243 | 417.76s | Shake the draining tray on top of the sink to remove excess liquid.
P01-20240202-195538-244 | 419.85s | Return the draining tray to the countertop, surrounding the tap's base.
P01-20240202-195538-245 | 421.74s | Put down the sponge.
P01-20240202-195538-246 | 423.52s | Pick up the other green sponge.
P01-20240202-195538-247 | 424.18s | Put down the other sponge returning it to its place.
P01-20240202-195538-248 | 425.18s | Pick up the glass holding a spoon which has been inside the sink.
P01-20240202-195538-249 | 427.64s | Remove the spoon from the glass. Now holding the glass with the left hand and the spoon with the right hand.
P01-20240202-195538-250 | 429.45s | Open the dishwasher's door using the right hand by pulling it down.
P01-20240202-195538-251 | 431.73s | Open the cutlery's drawer in the dishwasher using the right hand by pulling it out.
P01-20240202-195538-252 | 432.38s | Put the spoon in the cutlery drawer of the dishwasher.
P01-20240202-195538-253 | 432.74s | Close the drawer by sliding it back in using the right hand.
P01-20240202-195538-254 | 434.07s | Open the second drawer using the right hand by sliding it out.
P01-20240202-195538-255 | 436.47s | move the other mug which is already inside the drawer with the left hand to free additional space
P01-20240202-195538-256 | 437.62s | Put the glass in the corner of the dishwasher's drawer, the second drawer using the right hand.
P01-20240202-195538-257 | 438.74s | Close the drawer using the left hand by pushing it in.
P01-20240202-195538-258 | 440.18s | Close the dishwasher's door.
P01-20240202-195538-259 | 441.42s | Take off the left glove.
P01-20240202-195538-260 | 442.26s | Take off the right glove
P01-20240202-195538-261 | 443.13s | Put both gloves on the rim of the sink.
P01-20240202-195538-262 | 449.80s | Pick up the two oven gloves from the hanger on top of the sink using the left hand. The first glove comes out easily and the second is still stuck on the hanger.
P01-20240202-195538-263 | 454.56s | Use the right hand to release the second glove from the hanger.
P01-20240202-195538-264 | 457.72s | Hold the right oven glove using the left hand and slide the right hand into it.
P01-20240202-195538-265 | 459.14s | Hold the left oven glove using the right hand, wearing the glove, and slide the left hand inside it.
P01-20240202-195538-266 | 463.05s | Open the microwave by holding the handle and pulling it outwards. The microwave is already switched off.
P01-20240202-195538-267 | 465.85s | Pick up the bowl with the hot soup from the microwave by holding both sides using the oven gloves.
P01-20240202-195538-268 | 468.46s | carefully put down the bowl with the hot soup on the countertop.
P01-20240202-195538-269 | 470.50s | Take off the right glove and throw it on the countertop.
P01-20240202-195538-270 | 471.30s | Take off the left glove and put it on the countertop.
P01-20240202-195538-271 | 472.44s | Close the oven door by holding the handle with the left hand and pushing it in.
P01-20240202-195538-272 | 472.83s | Pick up the spoon from the countertop on top of the lid.
P01-20240202-195538-273 | 473.68s | Stir the soup inside the bowl using a spoon.
P01-20240202-195538-274 | 475.22s | Scoop one spoon of soup from the first bowl using the spoon.
P01-20240202-195538-275 | 475.86s | Pour the spoon into the other bowl being held with the left hand.
P01-20240202-195538-276 | 476.95s | Get a second scoop from the bowl of soup.
P01-20240202-195538-277 | 477.65s | Pour into the second bowl.
P01-20240202-195538-278 | 478.90s | Get a third scoop of soup from the first bowl.
P01-20240202-195538-279 | 479.60s | Pour into the second bowl.
P01-20240202-195538-280 | 480.62s | Get another scoop.
P01-20240202-195538-281 | 481.20s | Pour into the bowl.
P01-20240202-195538-282 | 482.22s | Get another scoop of soup.
P01-20240202-195538-283 | 483.50s | Pour into the bowl.
P01-20240202-195538-284 | 484.10s | Put the spoon down in the second bowl.
P01-20240202-195538-285 | 484.61s | Put down the bowl in the left hand.
P01-20240202-195538-286 | 485.49s | touch the bowl of soup that had come out of microwave to check its temperature.
P01-20240202-195538-287 | 486.46s | Lift the bowl from its rim using both hands.
P01-20240202-195538-288 | 487.32s | Pour the remainder of the soup from the first hot bowl into the second bowl by tilting it.
P01-20240202-195538-289 | 490.58s | put down the empty bowl back on the countertop.
P01-20240202-195538-290 | 491.69s | Wear the left oven glove.
P01-20240202-195538-291 | 493.75s | Wear the right oven glove.
P01-20240202-195538-292 | 495.44s | Move the filled bowl of soup slightly to the left on the countertop.
P01-20240202-195538-293 | 498.11s | Pick up the empty bowl from the countertop using the two oven gloves by holding the bowl against the palm of the gloves and picking it up.
P01-20240202-195538-294 | 501.20s | Put down the empty bowl into the sink using the two gloves, positioning it under the tap's nozzle.
P01-20240202-195538-295 | 502.86s | Turn on the tap.
P01-20240202-195538-296 | 503.66s | Soak the empty bowl using water from the tap.
P01-20240202-195538-297 | 508.22s | Close the tap.
P01-20240202-195538-298 | 509.41s | Take off the right glove.
P01-20240202-195538-299 | 510.06s | Take off the left glove.
P01-20240202-195538-301 | 510.36s | Take the first glove holding it from its hanger loop
P01-20240202-195538-300 | 510.74s | Hold the hanger holes of both gloves so as to hang them.
P01-20240202-195538-302 | 513.98s | Hang the glove by attaching the hole to the hook.
P01-20240202-195538-303 | 517.41s | Hang the second glove again by attaching the hanger's hole into the hook.
P01-20240202-195538-304 | 519.50s | Open the boilers panel by holding the panel using the left hand, pressing the button at the top using the right hand. Press it inwards so that it opens.
P01-20240202-195538-305 | 521.29s | Press the button on the panel to turn the boiler on.
P01-20240202-195538-306 | 522.37s | close the panel of the boiler.
P01-20240202-195538-307 | 525.70s | Pick up the lid that's on the countertop.
P01-20240202-195538-308 | 527.65s | Open the trash bin's lid.
P01-20240202-195538-309 | 528.27s | through the lid into the trash bin.
P01-20240202-195538-310 | 528.88s | Close the lid of the trash bin, this action is off screen.
P01-20240202-195538-311 | 530.31s | Hold the spoon that sits inside the bowl of soup, keeping it inside the bowl.
P01-20240202-195538-312 | 531.50s | Stir the soup.
P01-20240202-195538-313 | 532.69s | Leave the spoon in the bowl.
P01-20240202-195538-314 | 533.81s | Pick up the bowl filled with soup with the spoon inside it using both hands from the counter top.
