# Video: P04-20240414-175337
# Narrations: 210
# Format: narration_id | timestamp | narration
#===========================================================

P04-20240414-175337-111 | 307.80s | Pick up the brown piece of parchment paper from the drawer below in order to get a better view at the utensils in the drawer.
P04-20240414-175337-112 | 308.80s | Put down the parchment paper back in the drawer with the left hand.
P04-20240414-175337-113 | 310.28s | Close the drawer by pushing it with both hands.
P04-20240414-175337-114 | 311.27s | Put down the spatula that is in the right hand on top of the wooden chopping board below.
P04-20240414-175337-115 | 312.46s | With the right hand, turn the power on to the electric hob and with the left hand press the buttons in order to set the temperature or heat of the burner.
P04-20240414-175337-116 | 319.10s | With the right hand, pick up the long spatula from the plate next to the kitchen sink.
P04-20240414-175337-117 | 320.37s | Using the spatula in the right hand, scratch the center of the pan surface in order to remove the bits of dosa that is stuck to it from the previous batch of making dosa.
P04-20240414-175337-118 | 332.87s | With the right hand, pick up the wooden spatula from the plate next to the kitchen sink.
P04-20240414-175337-119 | 333.24s | Use the wooden spatula to scratch the edges of the long spatula held by the left hand in order to remove the bits of dosa that is stuck to the spatula in the left hand.
P04-20240414-175337-120 | 338.91s | Put down the wooden spatula back on the plate with the right hand.
P04-20240414-175337-121 | 340.11s | Using the right hand, try to pinch and remove the bits of dosa stuck to the edges of the long spatula in the left hand.
P04-20240414-175337-122 | 341.51s | Put down the long spatula in the left hand back on the plate next to the kitchen sink.
P04-20240414-175337-123 | 344.67s | Rotate the position of the pan on the electric hob by pulling its handle with the right hand.
P04-20240414-175337-124 | 345.14s | With the left hand, pick up the cup of olive oil from the wooden chopping board below.
P04-20240414-175337-125 | 346.46s | With the right hand, pick up the spoon from the cup of ghee on the wooden chopping board.
P04-20240414-175337-126 | 347.51s | With the spoon in the right hand, pick up some olive oil from the cup held by the left hand.
P04-20240414-175337-127 | 349.25s | Drizzle olive oil on the pan with the spoon in the right hand.
P04-20240414-175337-128 | 350.39s | With the back of the spoon tip, spread the olive oil on the dosa pan in order to grease it before pouring the dosa batter on it.
P04-20240414-175337-129 | 352.45s | With the left hand, grab the handle of the pan and rotate it a bit to the left as it was sticking out.
P04-20240414-175337-130 | 353.86s | Continue spreading the olive oil on the pan with the back of the spoon held in the right hand.
P04-20240414-175337-131 | 359.35s | With the left hand, pick up the cup of olive oil.
P04-20240414-175337-132 | 360.08s | With the spoon in the right hand, pick up some olive oil from the cup in the left hand.
P04-20240414-175337-133 | 360.96s | Add the olive oil in the spoon to the hot pan below and use the back of the spoon to spread the olive oil on the pan surface.
P04-20240414-175337-134 | 371.75s | Put down the spoon back in the cup of olive oil with the right hand as we are done adding olive oil to the empty pan.
P04-20240414-175337-135 | 373.06s | With the right hand, pick up the ladle from the bowl containing the dosa batter.
P04-20240414-175337-136 | 373.77s | Hold the bowl with the left hand and slightly tilt it in order to make it easier to scoop the dosa batter using the ladle in the right hand.
P04-20240414-175337-137 | 374.49s | Pick up some dosa batter with the ladle in the right hand.
P04-20240414-175337-138 | 376.22s | Pour back the batter into the bowl with the ladle.
P04-20240414-175337-139 | 380.09s | Again swirl the ladle in the dosa batter and pick up a ladle full of dosa batter.
P04-20240414-175337-140 | 382.21s | Again put down and pick up some dosa batter from the bowl.
P04-20240414-175337-141 | 387.00s | Pour the dosa batter at the center of the hot pan on the electric hob.
P04-20240414-175337-142 | 388.93s | Use the back side of the ladle to spread the dosa batter by moving it in a circular fashion.
P04-20240414-175337-143 | 395.36s | Place the ladle back in the bowl of dosa batter after pouring the dosa.
P04-20240414-175337-144 | 396.39s | With the left hand, pick up the cup of ghee on the wooden chopping board below.
P04-20240414-175337-145 | 397.19s | With the right hand, pick up the spoon from the other cup.
P04-20240414-175337-146 | 397.22s | With the left hand, put down the cup of ghee back on the wooden chopping board.
P04-20240414-175337-147 | 397.86s | With the left hand, pick up the cup containing the olive oil from the wooden chopping board.
P04-20240414-175337-148 | 398.18s | With the spoon in the right hand, pick up some olive oil from the cup.
P04-20240414-175337-149 | 398.87s | Drizzle the olive oil on top of the dosa with the spoon in the right hand.
P04-20240414-175337-150 | 400.51s | With the spoon, pick up some more olive oil from the cup held by the left hand.
P04-20240414-175337-151 | 401.21s | Drizzle the olive oil at the edges of the dosa with the spoon held by the right hand. This will make the edges crispy as well as make the dosa easier to be picked up after it is cooked.
P04-20240414-175337-152 | 404.09s | With the spoon in the right hand, pick up some more olive oil from the cup held by the left hand.
P04-20240414-175337-153 | 405.34s | Drizzle the olive oil at the edges of the dosa using the spoon in the right hand.
P04-20240414-175337-154 | 407.03s | Put down the cup of olive oil back on the wooden chopping board with the left hand.
P04-20240414-175337-155 | 407.94s | With the left hand, pick up the other cup on the wooden chopping board that contains the liquified ghee.
P04-20240414-175337-156 | 408.79s | With the right hand, scoop up some ghee using the spoon.
P04-20240414-175337-157 | 410.54s | Drizzle the ghee over the dosa being cooked with the spoon in the right hand. This will make the dosa flavourful as well as crispy in the centre.
P04-20240414-175337-158 | 411.96s | With the spoon in the right hand, pick up some more ghee from the cup held in the left hand.
P04-20240414-175337-159 | 413.41s | Drizzle the ghee over the dosa being cooked using the spoon in the right hand.
P04-20240414-175337-160 | 414.23s | Shake the spoon over the dosa in order to get the last remaining bits of ghee to fall on the dosa below.
P04-20240414-175337-161 | 416.63s | With the spoon in the right hand, for the third time pick up some more ghee from the cup held by the left hand.
P04-20240414-175337-162 | 417.76s | Drizzle the ghee over the dosa with the spoon in the right hand for the third time.
P04-20240414-175337-163 | 419.23s | Place the spoon back in the cup containing the ghee with the right hand.
P04-20240414-175337-164 | 419.73s | Put down the cup containing the ghee with the left hand by placing it on the wooden chopping board below.
P04-20240414-175337-165 | 421.61s | Hold the handle of the pan with the left hand and reposition it on the electric hob so as to ensure effective heat transfer from the hob to the pan while cooking the dosa.
P04-20240414-175337-166 | 425.81s | Again, hold the handle of the pan and reposition the pan over the electric hob so that it is in proper contact with the burner.
P04-20240414-175337-167 | 432.72s | Using the right thumb, press the plus shaped button on the electric hob's control so as to increase the heat from 400 to 600 to speed up the cooking of the dosa on the pan.
P04-20240414-175337-168 | 435.79s | With the left hand that is holding the handle of the pan, reposition the pan on the electric hob below.
P04-20240414-175337-169 | 466.68s | With the right thumb press the power button on the electric hob in order to turn off the heat supplied to the pan.
P04-20240414-175337-170 | 467.47s | With the left hand, pick up the spatula from the wooden chopping board.
P04-20240414-175337-171 | 467.99s | Transfer the spatula from the left hand to the right hand.
P04-20240414-175337-172 | 469.90s | Carefully try to pick up the dosa by sliding the spatula under the dosa on the pan across all edges.
P04-20240414-175337-173 | 487.80s | The dosa breaks. Use the left hand to pick up the part of the broken dosa from the spatula.
P04-20240414-175337-174 | 489.62s | Put the part of broken dosa back on the pan with the left hand.
P04-20240414-175337-175 | 491.48s | Continue trying to pick up the dosa with the spatula in the right hand by sliding it under the dosa on the pan.
P04-20240414-175337-176 | 493.12s | Fold the half of broken dosa using the spatula in the right hand.
P04-20240414-175337-177 | 495.03s | Continue trying to pick up the dosa from the pan using the spatula by sliding it under the stuck parts.
P04-20240414-175337-178 | 497.88s | Pick up the half-broken dosa from the pan using the spatula.
P04-20240414-175337-179 | 499.18s | Pick up the pan with the left hand.
P04-20240414-175337-180 | 502.88s | Place the half broken dosa on the large plate using the spatula held in the right hand.
P04-20240414-175337-181 | 505.46s | With the spatula, scratch the surface of the pan held by the left hand to pick up the parts that are stuck to the pan.
P04-20240414-175337-182 | 507.02s | Put down the dosa piece in the spatula on the plate below.
P04-20240414-175337-183 | 507.50s | Drag and transfer the last remaining piece of dosa on the pan to the plate below using the spatula held by the right hand.
P04-20240414-175337-184 | 511.18s | Place the pan on the electric hob with the left hand.
P04-20240414-175337-185 | 512.99s | Place the spatula on top of the dosa pan with the right hand.
P04-20240414-175337-186 | 513.85s | With both hands, push the electric hob towards the wall on the countertop in order to make some space.
P04-20240414-175337-187 | 514.91s | With the right hand, pick up the spatula from the dosa pan.
P04-20240414-175337-188 | 515.57s | Place the spatula on the plate next to the kitchen sink using the right hand.
P04-20240414-175337-189 | 517.27s | With the right hand, slightly reposition the dosa pan on the electric hob by grabbing its handle.
P04-20240414-175337-190 | 520.68s | Using both hands, lightly pull the electric hob to the right.
P04-20240414-175337-191 | 523.53s | With the left hand, grab the handle of the pan containing the aloo masala and push it a bit inside the counter top.
P04-20240414-175337-192 | 533.61s | With the left hand, open the door to the drawer below revealing the condiment jars and other ingredients.
P04-20240414-175337-193 | 534.35s | With the right hand, pull out the cutlery drawer that is in the cabinet below.
P04-20240414-175337-194 | 536.06s | With the right hand, pick up a fresh tablespoon from the slot of other spoons in the cutlery drawer.
P04-20240414-175337-195 | 538.34s | With the right hand, push in the cutlery drawer so as to close it.
P04-20240414-175337-196 | 539.74s | Close the door to the cabinet with the left hand.
P04-20240414-175337-197 | 541.70s | With the left hand, grab the lid of the pan and lift it up.
P04-20240414-175337-198 | 542.32s | Put down the lid in the left hand on top of the countertop next to the other items.
P04-20240414-175337-199 | 543.71s | Hold the handle of the pan with the left hand and use the spoon in the right hand to pick up some aloo masala from the pan.
P04-20240414-175337-200 | 546.06s | Serve the aloo masala on the plate next to the pan with the right hand.
P04-20240414-175337-201 | 547.00s | With the spoon in the right hand, pick up some more aloo masala from the pan in the left hand.
P04-20240414-175337-202 | 550.39s | Set the aloo masala to the plate with the right hand.
P04-20240414-175337-203 | 550.97s | Shake the spoon over the plate to serve the aloo masala as it is slightly stuck to the spoon.
P04-20240414-175337-204 | 553.63s | Place the spoon inside the pan containing the aloo masala held by the left hand.
P04-20240414-175337-205 | 556.01s | With the left hand, pick up the lid of the pan.
P04-20240414-175337-206 | 557.27s | With the right hand, pick up the spoon from the pan containing the aloo masala.
P04-20240414-175337-207 | 557.95s | Place the spoon back in the pan of aloo masala using the right hand.
P04-20240414-175337-208 | 560.29s | Close the lid of the pan containing the aloo masala with the left hand.
P04-20240414-175337-209 | 562.39s | Rotate the pan by grabbing its handle with both hands and rotating them.
P04-20240414-175337-210 | 563.44s | With the left hand, grab the plastic clip on the countertop and close it.
