# Video: P03-20240218-101509
# Narrations: 153
# Format: narration_id | timestamp | narration
#===========================================================

P03-20240218-101509-47 | 79.26s | Place cup into the dishwasher rack
P03-20240218-101509-48 | 82.23s | push the top dishwasher rack.
P03-20240218-101509-49 | 85.35s | Unplug toaster.
P03-20240218-101509-50 | 87.17s | Pick up toaster from the countertop.
P03-20240218-101509-51 | 89.42s | open cupboard
P03-20240218-101509-52 | 90.78s | Place toaster inside the cupboard.
P03-20240218-101509-53 | 95.69s | Close cupboard.
P03-20240218-101509-54 | 98.10s | open cupboard
P03-20240218-101509-55 | 100.39s | Pick up food box on the top and move it on the side because I'm looking for another kind of food box.
P03-20240218-101509-56 | 101.27s | Pick up lunch box from the stack of lunch boxes.
P03-20240218-101509-57 | 102.17s | Pick up food box lid.
P03-20240218-101509-58 | 104.07s | move box from left hand to the right hand
P03-20240218-101509-59 | 104.71s | Put the food box I put aside earlier on top of the stack of the other boxes.
P03-20240218-101509-60 | 107.09s | Close cupboard.
P03-20240218-101509-61 | 109.80s | Pick a steamed bun from the rice cooker.
P03-20240218-101509-62 | 110.80s | place bun inside the box
P03-20240218-101509-63 | 111.77s | Pick up other bun from the rice cooker.
P03-20240218-101509-64 | 113.18s | Place the bun inside the box.
P03-20240218-101509-65 | 114.94s | Put down box with buns onto the countertop.
P03-20240218-101509-66 | 115.50s | Close box by attaching its lid on it.
P03-20240218-101509-67 | 118.94s | pick up box
P03-20240218-101509-68 | 123.88s | Put box onto the table.
P03-20240218-101509-69 | 125.37s | fold tea towels on the table. I do this because there are crumbs onto the tea towels and I want to avoid spilling the crumbs onto the floor.
P03-20240218-101509-70 | 131.54s | Pick up tea towel from the table.
P03-20240218-101509-71 | 135.09s | Unfold tea towel above sink to drop the crumbs into the sink.
P03-20240218-101509-72 | 135.63s | Shake tea towel above the sink to make sure all the crumbs are fallen.
P03-20240218-101509-73 | 137.63s | Fold tea towel.
P03-20240218-101509-74 | 140.55s | Lay the towel on the countertop and continue folding.
P03-20240218-101509-75 | 142.94s | Pick up folded tea towel
P03-20240218-101509-76 | 144.20s | open cupboard
P03-20240218-101509-77 | 145.08s | Put tea towel inside the cupboard
P03-20240218-101509-78 | 147.75s | Pick up tea towel from the table.
P03-20240218-101509-79 | 150.69s | Unfold the towel above sink to drop all the crumbs into the sink.
P03-20240218-101509-80 | 151.42s | Shake the towel to make sure all crumbs are fallen.
P03-20240218-101509-81 | 154.95s | Fold tea towel.
P03-20240218-101509-82 | 157.21s | Lay tea towel on kitchen top and continue folding the tea towel.
P03-20240218-101509-83 | 159.88s | Pick up for the tea towel.
P03-20240218-101509-84 | 161.75s | put the towel into the cupboard
P03-20240218-101509-85 | 162.58s | Close cupboard.
P03-20240218-101509-86 | 165.15s | push dishwasher rack
P03-20240218-101509-87 | 167.14s | Close dishwasher.
P03-20240218-101509-88 | 169.31s | pick up kettle
P03-20240218-101509-89 | 170.86s | Place kettle onto its base.
P03-20240218-101509-90 | 172.18s | roll up jumper sleeve
P03-20240218-101509-91 | 172.78s | pick up dishwasher brush
P03-20240218-101509-92 | 174.02s | Put dishwasher rack upright into the little drying rack inside the sink.
P03-20240218-101509-93 | 174.72s | Roll up other jumper sleeve.
P03-20240218-101509-94 | 176.61s | open cupboard under the sink
P03-20240218-101509-95 | 178.76s | Pick up coffee filter containing coffee grounds.
P03-20240218-101509-96 | 181.53s | open food waste bin and keep it open by holding the lid up
P03-20240218-101509-97 | 181.89s | throw ground coffee inside the coffee filter into the food waste bin by tapping the filter inside the bin
P03-20240218-101509-98 | 189.69s | close food waste bin
P03-20240218-101509-99 | 190.78s | close cupboard
P03-20240218-101509-100 | 191.98s | move coffee filter from right hand to left hand
P03-20240218-101509-101 | 192.39s | turn on tap,
P03-20240218-101509-102 | 194.03s | Rinse coffee filter with water.
P03-20240218-101509-103 | 199.86s | Move my thumb along the coffee filter to rinse off the ground coffee inside the filter.
P03-20240218-101509-104 | 202.38s | Rinse hand
P03-20240218-101509-105 | 203.57s | Continue rinsing coffee filter by moving it under running tap water.
P03-20240218-101509-106 | 206.09s | Use thumb to remove last parts of coffee ground from the filter.
P03-20240218-101509-107 | 207.46s | Adjust water tap.
P03-20240218-101509-108 | 208.86s | Continue rinsing coffee filter by rotating it under running water.
P03-20240218-101509-109 | 212.00s | Shake coffee filter to remove excess water.
P03-20240218-101509-111 | 213.05s | place coffee filter on the drying rack.
P03-20240218-101509-110 | 213.10s | Pick up coffee filter holder.
P03-20240218-101509-112 | 214.14s | rinse coffee filter holder under running water.
P03-20240218-101509-113 | 214.22s | Use hands to wipe ground coffee from the bottom of the coffee filter holder.
P03-20240218-101509-114 | 217.64s | Pick up Jug with my left hand.
P03-20240218-101509-115 | 217.64s | Place coffee filter holder onto drying rack.
P03-20240218-101509-116 | 217.95s | Rinse jug under running water.
P03-20240218-101509-117 | 218.53s | Move jug from left hand to right hand.
P03-20240218-101509-118 | 219.20s | Rinse jug by rotating it under running water.
P03-20240218-101509-119 | 219.95s | Empty, jug into the sink and use the runoff water to wash the sink.
P03-20240218-101509-120 | 225.35s | move jug from right hand to left hand
P03-20240218-101509-121 | 225.86s | wipe sink to remove excess water
P03-20240218-101509-122 | 226.50s | Rinse hand
P03-20240218-101509-123 | 227.21s | Continue rinsing jug by filling it with water and rotating it to clean all the ground coffee in it.
P03-20240218-101509-124 | 231.31s | empty jug into the sink to also wash the sink
P03-20240218-101509-125 | 233.92s | Turn off tap.
P03-20240218-101509-126 | 235.59s | place jug into the drying rack.
P03-20240218-101509-127 | 237.07s | quickly shake hands to remove excess water
P03-20240218-101509-128 | 237.97s | Grab cloth.
P03-20240218-101509-129 | 239.32s | Wipe countertop using the cloth.
P03-20240218-101509-131 | 242.15s | Lift the coffee grinder to wipe coffee grounds underneath the coffee grinder.
P03-20240218-101509-130 | 242.75s | move coffee grinder with my left hand while wiping the countertop with my right hand.
P03-20240218-101509-132 | 243.79s | put down coffee grinder while continuing wiping the counter with my other hand.
P03-20240218-101509-133 | 244.98s | Wipe the other side of the kitchen top.
P03-20240218-101509-134 | 249.25s | Wipe the top of the dishwasher.
P03-20240218-101509-135 | 250.50s | put down cloth
P03-20240218-101509-136 | 252.69s | Pick up steaming tray from rice cooker.
P03-20240218-101509-137 | 253.92s | Empty tray above sink by shaking it vigorously to remove any excess water.
P03-20240218-101509-138 | 258.90s | move jug and other stuff along the drying rack to make room for the steaming tray.
P03-20240218-101509-139 | 260.69s | place steaming tray on top of the drying rack.
P03-20240218-101509-140 | 262.19s | Place the steaming tray properly in the drying rack so that it doesn't  fall off.
P03-20240218-101509-141 | 264.25s | Try to pick up the rice cooker bowl from the rice cooker, giving up because it's so hot.
P03-20240218-101509-142 | 266.12s | Pick up cloth and throw it immediately after.
P03-20240218-101509-143 | 267.32s | Pick up cloth to dry my hands.
P03-20240218-101509-144 | 269.62s | dry hands
P03-20240218-101509-145 | 270.47s | Pick up other cloth from the kitchen top.
P03-20240218-101509-146 | 271.25s | Wipe countertop with a cloth.
P03-20240218-101509-147 | 273.48s | Wipe sink with the cloth
P03-20240218-101509-148 | 280.15s | hand cloth on top of the tap to dry it.
P03-20240218-101509-149 | 282.87s | turn on tap
P03-20240218-101509-150 | 283.62s | Rinse hands
P03-20240218-101509-151 | 285.50s | Turn off tap with the back of my hand.
P03-20240218-101509-152 | 286.34s | shake hands to remove excess water into the sink
P03-20240218-101509-153 | 287.80s | Dry hands with a cloth hanging from the cupboard.
