# Video: P03-20240216-090759
# Narrations: 241
# Format: narration_id | timestamp | narration
#===========================================================

P03-20240216-090759-56 | 116.12s | Throw coffee grounds into the food waste bag while holding the bag open.
P03-20240216-090759-57 | 117.25s | shake coffee filter continuously to remove all the ground coffee
P03-20240216-090759-58 | 123.33s | pick up dishwasher brush
P03-20240216-090759-59 | 124.70s | Pull edge of the bag to make sure that it is widely open to allow the coffee filter to be emptied without messing the sink.
P03-20240216-090759-60 | 126.25s | Remove coffee grounds from the coffee filter using the dishwasher brush.
P03-20240216-090759-61 | 134.18s | put down dishwasher brush into the sink
P03-20240216-090759-62 | 135.70s | Put down coffee filter onto its holder.
P03-20240216-090759-63 | 136.65s | Roll food waste bag, closing it only temporarily, then opening it again.
P03-20240216-090759-64 | 139.45s | Pick up coffee filter.
P03-20240216-090759-65 | 140.65s | turn on tap
P03-20240216-090759-66 | 141.35s | Rinse coffee filter by holding it under running water and rotating the filter.
P03-20240216-090759-67 | 142.37s | Flip the coffee filter to remove excess water from it.
P03-20240216-090759-68 | 144.79s | Rinse right hand.
P03-20240216-090759-69 | 145.24s | Use both thumbs to remove coffee residue from the inner wall of the coffee filter.
P03-20240216-090759-71 | 146.00s | Continue rinsing coffee filter by rotating it under running water and using hands to rub the coffee residue off the coffee filter.
P03-20240216-090759-70 | 147.50s | Flip the coffee filter to remove excess water.
P03-20240216-090759-72 | 151.92s | turn off tap.
P03-20240216-090759-73 | 152.64s | Shake coffee filter vigorously above the sink to remove excess water.
P03-20240216-090759-74 | 153.85s | Pick up coffee filter stand.
P03-20240216-090759-75 | 154.16s | Place coffee filter on the drying rack.
P03-20240216-090759-76 | 155.32s | turn on tap
P03-20240216-090759-77 | 156.45s | Rinse the bottom part of the coffee filter stand.
P03-20240216-090759-78 | 156.77s | Use my thumb to rub away any residue from the bottom part of the coffee filter stand.
P03-20240216-090759-79 | 159.10s | Rinse hand.
P03-20240216-090759-80 | 160.39s | turn off tap
P03-20240216-090759-81 | 161.70s | Shake coffee filters down vigorously to remove water.
P03-20240216-090759-82 | 163.50s | Place coffee filter stand on drying rack.
P03-20240216-090759-83 | 164.43s | pick up food waste back from the sink
P03-20240216-090759-84 | 166.83s | While holding food waste bag with my right hand above the sink, open the cupboard under the sink with my left hand.
P03-20240216-090759-85 | 168.71s | Gently shake the food waste bag in my right hand above the sink to remove water from the bottom.
P03-20240216-090759-86 | 169.53s | open food waste bin
P03-20240216-090759-87 | 170.32s | While holding the food waste bin open with my left hand, place the food waste bag inside the bin.
P03-20240216-090759-88 | 171.52s | Close food waste bin by letting go my hands.
P03-20240216-090759-89 | 172.08s | Move food waste bin to side of the cupboard
P03-20240216-090759-90 | 172.57s | Close cupboard.
P03-20240216-090759-91 | 173.58s | pick up dishwasher brush
P03-20240216-090759-92 | 174.06s | Shake this washer brush quickly and briefly above the sink to remove water and dirt.
P03-20240216-090759-93 | 175.04s | Use the dishwasher brush to wipe the sink and clean it from coffee residue and other leftovers.
P03-20240216-090759-94 | 180.91s | Briefly tap dishwasher brush onto the sink.
P03-20240216-090759-95 | 183.56s | Place dishwasher brush into dishwasher cutlery tray.
P03-20240216-090759-96 | 186.19s | open left cupboard under the sink
P03-20240216-090759-97 | 187.19s | Pick up dishwasher tablet from its box placed inside the cupboard.
P03-20240216-090759-98 | 188.59s | close cupboard
P03-20240216-090759-99 | 189.69s | Place dishwasher tablet into the small dishwasher tablet compartment.
P03-20240216-090759-100 | 190.89s | Close the dishwasher tablet compartment by lifting then pushing the flap.
P03-20240216-090759-101 | 195.35s | Push dishwasher door to fully close the dishwasher.
P03-20240216-090759-102 | 199.25s | turn on dishwasher and select dishwasher program
P03-20240216-090759-103 | 206.62s | start dishwasher by pushing the button
P03-20240216-090759-104 | 209.87s | turn on tap
P03-20240216-090759-105 | 210.07s | Grab orange cloth.
P03-20240216-090759-106 | 210.87s | Rinse cloth under running tap water.
P03-20240216-090759-107 | 212.14s | Adjust tap.
P03-20240216-090759-108 | 212.94s | quickly squeeze the orange cloth
P03-20240216-090759-109 | 213.76s | Use the orange cloth to wash and wipe the sink while keeping the water running.
P03-20240216-090759-111 | 218.73s | squeeze cloth to remove water
P03-20240216-090759-112 | 219.09s | Continue wiping the sink with the cloth.
P03-20240216-090759-110 | 219.63s | use my right hand to redirect the flow of the water into the corner of the sink.
P03-20240216-090759-114 | 220.79s | move food residues into the sink drain using the cloth
P03-20240216-090759-115 | 220.79s | rinse hand
P03-20240216-090759-113 | 221.25s | squeeze cloth to remove water
P03-20240216-090759-116 | 230.50s | turn off tap
P03-20240216-090759-117 | 231.27s | squeeze cloth to remove water
P03-20240216-090759-118 | 233.68s | Shake hands and cloth to remove water from both.
P03-20240216-090759-119 | 235.28s | hand cloth onto the tap to let it dry
P03-20240216-090759-120 | 237.17s | Pick up sink drain plug
P03-20240216-090759-121 | 238.50s | Pick a food bit from the sink drain and move it onto the sink drain plug.
P03-20240216-090759-122 | 239.95s | Move sink drain plug from left hand to right hand.
P03-20240216-090759-123 | 240.80s | shake left hand to remove excess water.
P03-20240216-090759-124 | 242.35s | While holding the sink drain plug above the sink with my right hand, use my left hand to open the cupboard under the sink.
P03-20240216-090759-125 | 244.03s | grab food waste bin inside the cupboard
P03-20240216-090759-126 | 246.01s | Open food waste bin
P03-20240216-090759-127 | 247.65s | grab food waste bag inside the bin
P03-20240216-090759-128 | 248.62s | Open food waste bag with both hands.
P03-20240216-090759-129 | 250.56s | Throw food residue from the sink drain plug into the food waste bag by repeatedly tapping the sink drain plug against the inner wall of the food waste bin.
P03-20240216-090759-130 | 252.58s | Check sink drain plug is actually clean.
P03-20240216-090759-131 | 253.17s | Tap the sink drain plug one more time to remove the last bit of food into the food waste bin.
P03-20240216-090759-132 | 253.42s | Close food waste bin by letting go of its lid.
P03-20240216-090759-133 | 254.03s | push the food waste bin to move it along the cupboard under the sink
P03-20240216-090759-134 | 254.92s | close cupboard under the sink.
P03-20240216-090759-135 | 255.98s | Move sink drain plug from right hand to left hand.
P03-20240216-090759-136 | 256.55s | grab cloth hanging from the tap.
P03-20240216-090759-137 | 257.28s | While holding the sink drain plug with my left hand, use the orange cloth to dry and wipe the sink.
P03-20240216-090759-138 | 261.75s | place the sink drain plug into the sink drain.
P03-20240216-090759-139 | 263.34s | turn on tap
P03-20240216-090759-140 | 263.94s | Squeeze cloth.
P03-20240216-090759-141 | 265.45s | Briefly wash sink by wiping it with the cloth and using the running tap water.
P03-20240216-090759-142 | 266.85s | Quickly rinse the right hand.
P03-20240216-090759-143 | 267.49s | turn off tap
P03-20240216-090759-144 | 268.08s | Squeeze a cloth to remove water.
P03-20240216-090759-145 | 269.62s | close tap fully
P03-20240216-090759-146 | 270.45s | Squeeze cloth vigorously to remove water.
P03-20240216-090759-147 | 271.47s | Shake cloth and hands above the sink to remove the last water drops.
P03-20240216-090759-148 | 272.87s | wipe top surface near the sink with the orange cloth
P03-20240216-090759-149 | 274.15s | Grab and lift soap tray to keep it out of the way while I wipe the countertop with the orange cloth.
P03-20240216-090759-150 | 274.86s | Wipe sink with orange cloth. Put down soap tray
P03-20240216-090759-151 | 278.65s | wipe the bottom part of the sink
P03-20240216-090759-152 | 285.72s | Squeeze cloth to remove water.
P03-20240216-090759-153 | 290.13s | Hang cloth on the tap to let it dry.
P03-20240216-090759-154 | 291.02s | close washing up liquid bottle
P03-20240216-090759-155 | 291.80s | Pick a brush from the windowsill.
P03-20240216-090759-156 | 292.79s | briefly shake brush above the sink to remove water droplets
P03-20240216-090759-157 | 294.00s | open cupboard under the sink while holding the brush in the other hand
P03-20240216-090759-158 | 294.89s | place brush inside the cupboard under the sink
P03-20240216-090759-159 | 295.49s | Close cupboard.
P03-20240216-090759-161 | 295.90s | dry hands
P03-20240216-090759-160 | 296.23s | Grab cloth hanging from the cupboard under the sink.
P03-20240216-090759-162 | 301.15s | Check if toaster is hot by placing right hand above it.
P03-20240216-090759-163 | 302.21s | Unplug toaster and switch off circuit.
P03-20240216-090759-164 | 303.65s | Grab toaster with both hands.
P03-20240216-090759-165 | 306.43s | Open cupboard near the dishwasher.
P03-20240216-090759-166 | 307.33s | place the toaster inside the cupboard under the bottom shelf.
P03-20240216-090759-167 | 311.40s | Close cupboard
P03-20240216-090759-168 | 315.55s | Pick up the cardboard box from the bottom shelf of the table.
P03-20240216-090759-169 | 316.79s | While holding the box, open it.
P03-20240216-090759-170 | 322.00s | Take cardboard tray from the cardboard box and throw it to the floor.
P03-20240216-090759-171 | 324.76s | Flip cardboard tray
P03-20240216-090759-172 | 325.72s | flatten cardboard tray by stepping it with my right foot multiple times.
P03-20240216-090759-173 | 329.52s | open the bottom part of the cardboard box
P03-20240216-090759-174 | 332.52s | Flatten cardboard box by folding it on itself multiple times.
P03-20240216-090759-175 | 342.45s | Pick up flattened cardboard tray from the floor.
P03-20240216-090759-176 | 343.39s | Move cloth hanging from the top part of the table to reveal the cardboard recycling bin.
P03-20240216-090759-177 | 344.24s | Open cardboard recycling bin by lifting its lid.
P03-20240216-090759-178 | 344.79s | While holding the lid open, throw the cardboard box and tray into the recycling bin.
P03-20240216-090759-179 | 346.36s | push the cardboard inside the recycling bin
P03-20240216-090759-180 | 348.11s | Close recycling bin by pulling the lid.
P03-20240216-090759-181 | 350.74s | grab recipe cards from the top shelf of the plastic shelves unit
P03-20240216-090759-182 | 355.25s | touch rightmost recipe box without actually picking it up.
P03-20240216-090759-183 | 357.73s | Place recipe cards 1 by 1 on the table to quickly have a look and decide which recipe I want to cook.
P03-20240216-090759-184 | 371.24s | Pick up a recipe card from the table.
P03-20240216-090759-185 | 372.27s | Flip the recipe card to read its ingredients and steps.
P03-20240216-090759-186 | 379.17s | Flip the recipe card again, then fold along the recipe card sleeve.
P03-20240216-090759-187 | 383.21s | fold the recipe card sleeve again to make it easier to pull the sleeve apart
P03-20240216-090759-188 | 386.10s | Remove the recipe sleeve from the card by gently and slowly tearing the sleeve.
P03-20240216-090759-189 | 388.31s | put down recipe sleeve on the table.
P03-20240216-090759-190 | 389.54s | put down recipe card on the table without actually letting go of it.
P03-20240216-090759-191 | 390.78s | move recipe cards with my left hand while holding the other recipe card in my right hand.
P03-20240216-090759-192 | 394.02s | Flip recipe card in my right hand and stack it on top of the other I just moved.
P03-20240216-090759-193 | 396.36s | push recipe card along the table with my left hand
P03-20240216-090759-194 | 397.35s | Pick a recipe card on the table with my right hand.
P03-20240216-090759-195 | 398.29s | read recipe card
P03-20240216-090759-196 | 400.43s | flip recipe card to read its ingredients and steps.
P03-20240216-090759-197 | 401.24s | almost pull the recipe sleeve off its card without actually doing it.
P03-20240216-090759-198 | 402.42s | While holding the recipe card in my left hand, grab another recipe card from the table with my right hand.
P03-20240216-090759-199 | 404.55s | put down recipe card in my left hand onto the table.
P03-20240216-090759-200 | 405.36s | Move recipe card from right hand to the left hand.
P03-20240216-090759-201 | 405.95s | Grab another recipe card with my right hand.
P03-20240216-090759-202 | 407.62s | put down recipe card in my right hand onto the table
P03-20240216-090759-203 | 408.26s | flip recipe card in my left hand to have a look at its ingredients and steps.
P03-20240216-090759-204 | 414.39s | Grab recipe card with my right hand from the table and flip it to compare its ingredients and steps with the recipe card I'm holding in the left hand.
P03-20240216-090759-205 | 419.59s | flip recipe card in my right hand and place it on top of the recipe card I'm holding in the left hand.
P03-20240216-090759-206 | 421.64s | put down recipe card in my right hand on the table.
P03-20240216-090759-207 | 423.71s | Fold the recipe sleeve on itself to make it easier to tear it apart later.
P03-20240216-090759-208 | 427.95s | Gently remove the recipe sleeve from its card by tearing it.
P03-20240216-090759-209 | 429.51s | Put down recipe sleeve on the table next to the other recipe sleeve I removed earlier.
P03-20240216-090759-210 | 430.07s | grab either sleeve card from the table with my right hand.
P03-20240216-090759-211 | 430.27s | Put down recipe card in my left hand on the table.
P03-20240216-090759-212 | 432.14s | fold recipe sleeve on itself to make it easier to tear it apart later.
P03-20240216-090759-213 | 436.36s | Gently remove the recipe sleeve by tearing it.
P03-20240216-090759-214 | 437.78s | Put down recipe sleeve on the table next to the other recipe sleeves.
P03-20240216-090759-215 | 438.49s | Put down recipe card on the table then grab other recipe cards lying on the table and group them together.
P03-20240216-090759-216 | 441.28s | Tap recipe cards on the table while holding them normal to the table so that they are well aligned.
P03-20240216-090759-217 | 442.28s | put down recipe cards on the table
P03-20240216-090759-218 | 442.68s | Grab recipe card from the table.
P03-20240216-090759-219 | 444.19s | Tear recipe sleeve from its card without folding it because it was already folded.
P03-20240216-090759-220 | 445.11s | Flip recipe card and put down recipe sleeve on the table.
P03-20240216-090759-221 | 446.01s | Place a recipe card on top of the other recipe cards on the table.
P03-20240216-090759-222 | 446.70s | grab recipe card from the table
P03-20240216-090759-223 | 447.60s | fold recipe sleeve on itself to make it easy to tear it later
P03-20240216-090759-224 | 453.34s | remove recipe sleeve by tearing it
P03-20240216-090759-225 | 454.34s | Put down the recipe sleeve next to the other ones on the table.
P03-20240216-090759-226 | 454.98s | Place recipe card on top of the other recipe cards on the right hand side on the table.
P03-20240216-090759-227 | 455.78s | Pick up recipe cards from the group of recipe cards on the left hand side.
P03-20240216-090759-228 | 456.69s | Flip card and stack it on the group of cards located on the right hand side on the table.
P03-20240216-090759-229 | 457.87s | Pick up recipe card from the left hand side on the table.
P03-20240216-090759-230 | 458.44s | fold recipe sleeve on itself to make it easier to tear it apart later.
P03-20240216-090759-231 | 462.35s | Slowly tear apart the recipe sleeve of this card.
P03-20240216-090759-232 | 464.09s | Put down recipe sleeve together with the other ones on the table.
P03-20240216-090759-233 | 465.06s | Place recipe card on top of the group of recipe cards on the right hand side of the table.
P03-20240216-090759-234 | 465.40s | Pick up last recipe card from the table.
P03-20240216-090759-235 | 466.27s | Fold recipe sleeve on itself to make it easier to tear it apart later.
P03-20240216-090759-236 | 469.78s | Tear apart recipe sleeve slowly.
P03-20240216-090759-237 | 471.31s | place recipe sleeves together with the other ones on the table.
P03-20240216-090759-238 | 472.20s | Grab the remaining recipe sleeves and group them with the other recipe sleeves one by one.
P03-20240216-090759-239 | 474.65s | Place stack of recipe sleeves on the table.
P03-20240216-090759-240 | 475.20s | grab a stack of recipe cards from the table with both hands.
P03-20240216-090759-241 | 489.71s | place recipe cards on top of the recipe boxes.
